,deployment_signal
11857,3.601285717
11858,3.55837599
11859,3.515466264
11860,3.472556537
11861,3.429646811
11862,3.386737084
11863,3.343827358
11864,3.300917631
11865,3.258007905
11866,3.215098178
11867,3.172188452
11868,3.129278725
11869,3.086368998
11870,3.043459272
11871,3.000549545
11872,2.957639819
11873,2.914730092
11874,2.871820366
11875,2.828910639
11876,2.786000913
11877,2.743091186
11878,2.70018146
11879,2.657271733
11880,2.614362007
11881,2.57145228
11882,2.528542554
11883,2.485632827
11884,2.442723101
11885,2.399813374
11886,2.356903648
11887,2.313993921
11888,2.271084195
11889,2.228174468
11890,2.185264742
11891,2.142355015
11892,2.099445289
11893,2.056535562
11894,2.013625836
11895,1.970716109
11896,1.927806383
11897,1.884896656
11898,1.841986929
11899,1.799077203
11900,1.756167476
11901,1.71325775
11902,1.670348023
11903,1.627438297
11904,1.58452857
11905,1.541618844
11906,1.498709117
11907,1.455799391
11908,1.412889664
11909,1.369979938
11910,1.327070211
11911,1.284160485
11912,1.241250758
11913,1.198341032
11914,1.155431305
11915,1.112521579
11916,1.069611852
11917,1.026702126
11918,0.983792399
11919,0.940882673
11920,0.897972946
11921,0.85506322
11922,0.812153493
11923,0.769243767
11924,0.72633404
11925,0.683424314
11926,0.674311989
11927,0.665199665
11928,0.656087341
11929,0.646975017
11930,0.637862693
11931,0.628750368
11932,0.619638044
11933,0.61052572
11934,0.601413396
11935,0.592301072
11936,0.583188748
11937,0.574076423
11938,0.564964099
11939,0.555851775
11940,0.546739451
11941,0.537627127
11942,0.528514802
11943,0.519402478
11944,0.510290154
11945,0.50117783
11946,0.492065506
11947,0.482953182
11948,0.473840857
11949,0.464728533
11950,0.455616209
11951,0.446503885
11952,0.437391561
11953,0.428279236
11954,0.419166912
11955,0.410054588
11956,0.400942264
11957,0.39182994
11958,0.382717616
11959,0.373605291
11960,0.364492967
11961,0.355380643
11962,0.346268319
11963,0.337155995
11964,0.32804367
11965,0.318931346
11966,0.309819022
11967,0.300706698
11968,0.291594374
11969,0.28248205
11970,0.273369725
11971,0.264257401
11972,0.255145077
11973,0.246032753
11974,0.236920429
11975,0.227808105
11976,0.21869578
11977,0.209583456
11978,0.200471132
11979,0.191358808
11980,0.182246484
11981,0.173134159
11982,0.164021835
11983,0.154909511
11984,0.145797187
11985,0.136684863
11986,0.127572539
11987,0.118460214
11988,0.10934789
11989,0.100235566
11990,0.091123242
11991,0.082010918
11992,0.072898593
11993,0.063786269
11994,0.054673945
11995,0.045561621
11996,0.036449297
11997,0.027336973
11998,0.018224648
11999,0.009112324
12000,0
12001,0.010607879
12002,0.021215757
12003,0.031823636
12004,0.042431514
12005,0.053039393
12006,0.063647271
12007,0.07425515
12008,0.084863029
12009,0.095470907
12010,0.106078786
12011,0.116686664
12012,0.127294543
12013,0.137902422
12014,0.1485103
12015,0.159118179
12016,0.169726057
12017,0.180333936
12018,0.190941814
12019,0.201549693
12020,0.212157572
12021,0.22276545
12022,0.233373329
12023,0.243981207
12024,0.254589086
12025,0.265196964
12026,0.275804843
12027,0.286412722
12028,0.2970206
12029,0.307628479
12030,0.318236357
12031,0.328844236
12032,0.339452115
12033,0.350059993
12034,0.360667872
12035,0.37127575
12036,0.381883629
12037,0.392491507
12038,0.403099386
12039,0.413707265
12040,0.424315143
12041,0.434923022
12042,0.4455309
12043,0.456138779
12044,0.466746657
12045,0.477354536
12046,0.487962415
12047,0.498570293
12048,0.509178172
12049,0.51978605
12050,0.530393929
12051,0.541001808
12052,0.551609686
12053,0.562217565
12054,0.572825443
12055,0.583433322
12056,0.5940412
12057,0.604649079
12058,0.615256958
12059,0.625864836
12060,0.636472715
12061,0.647080593
12062,0.657688472
12063,0.66829635
12064,0.678904229
12065,0.689512108
12066,0.700119986
12067,0.710727865
12068,0.721335743
12069,0.731943622
12070,0.7425515
12071,0.753159379
12072,0.763767258
12073,0.774375136
12074,0.784983015
12075,0.795590893
12076,0.784983015
12077,0.774375136
12078,0.763767258
12079,0.753159379
12080,0.7425515
12081,0.731943622
12082,0.721335743
12083,0.710727865
12084,0.700119986
12085,0.689512108
12086,0.678904229
12087,0.66829635
12088,0.657688472
12089,0.647080593
12090,0.636472715
12091,0.625864836
12092,0.615256958
12093,0.604649079
12094,0.5940412
12095,0.583433322
12096,0.572825443
12097,0.562217565
12098,0.551609686
12099,0.541001808
12100,0.530393929
12101,0.51978605
12102,0.509178172
12103,0.498570293
12104,0.487962415
12105,0.477354536
12106,0.466746657
12107,0.456138779
12108,0.4455309
12109,0.434923022
12110,0.424315143
12111,0.413707265
12112,0.403099386
12113,0.392491507
12114,0.381883629
12115,0.37127575
12116,0.360667872
12117,0.350059993
12118,0.339452115
12119,0.328844236
12120,0.318236357
12121,0.307628479
12122,0.2970206
12123,0.286412722
12124,0.275804843
12125,0.265196964
12126,0.254589086
12127,0.243981207
12128,0.233373329
12129,0.22276545
12130,0.212157572
12131,0.201549693
12132,0.190941814
12133,0.180333936
12134,0.169726057
12135,0.159118179
12136,0.1485103
12137,0.137902422
12138,0.127294543
12139,0.116686664
12140,0.106078786
12141,0.095470907
12142,0.084863029
12143,0.07425515
12144,0.063647271
12145,0.053039393
12146,0.042431514
12147,0.031823636
12148,0.021215757
12149,0.010607879
12150,0
12151,0
12152,0
12153,0
12154,0
12155,0
12156,0
12157,0
12158,0
12159,0
12160,0
12161,0
12162,0
12163,0
12164,0
12165,0
12166,0
12167,0
12168,0
12169,0
12170,0
12171,0
12172,0
12173,0
12174,0
12175,0
12176,0
12177,0
12178,0
12179,0
12180,0
12181,0
12182,0
12183,0
12184,0
12185,0
12186,0
12187,0
12188,0
12189,0
12190,0
12191,0
12192,0
12193,0
12194,0
12195,0
12196,0
12197,0
12198,0
12199,0
12200,0
12201,0
12202,0
12203,0
12204,0
12205,0
12206,0
12207,0
12208,0
12209,0
12210,0
12211,0
12212,0
12213,0
12214,0
12215,0
12216,0
12217,0
12218,0
12219,0
12220,0
12221,0
12222,0
12223,0
12224,0
12225,0
12226,0
12227,0
12228,0
12229,0
12230,0
12231,0
12232,0
12233,0
12234,0
12235,0
12236,0
12237,0
12238,0
12239,0
12240,0
12241,0
12242,0
12243,0
12244,0
12245,0
12246,0
12247,0
12248,0
12249,0
12250,0
12251,0
12252,0
12253,0
12254,0
12255,0
12256,0
12257,0
12258,0
12259,0
12260,0
12261,0
12262,0
12263,0
12264,0
12265,0
12266,0
12267,0
12268,0
12269,0
12270,0
12271,0
12272,0
12273,0
12274,0
12275,0
12276,0
12277,0
12278,0
12279,0
12280,0
12281,0
12282,0
12283,0
12284,0
12285,0
12286,0
12287,0
12288,0
12289,0
12290,0
12291,0
12292,0
12293,0
12294,0
12295,0
12296,0
12297,0
12298,0
12299,0
12300,0
12301,0
12302,0
12303,0
12304,0
12305,0
12306,0
12307,0
12308,0
12309,0
12310,0
12311,0
12312,0
12313,0
12314,0
12315,0
12316,0
12317,0
12318,0
12319,0
12320,0
12321,0
12322,0
12323,0
12324,0
12325,0
12326,0
12327,0
12328,0
12329,0
12330,0
12331,0
12332,0
12333,0
12334,0
12335,0
12336,0
12337,0
12338,0
12339,0
12340,0
12341,0
12342,0
12343,0
12344,0
12345,0
12346,0
12347,0
12348,0
12349,0
12350,0
12351,0
12352,0
12353,0
12354,0
12355,0
12356,0
12357,0
12358,0
12359,0
12360,0
12361,0
12362,0
12363,0
12364,0
12365,0
12366,0
12367,0
12368,0
12369,0
12370,0
12371,0
12372,0
12373,0
12374,0
12375,0
12376,0
12377,0
12378,0
12379,0
12380,0
12381,0
12382,0
12383,0
12384,0
12385,0
12386,0
12387,0
12388,0
12389,0
12390,0
12391,0
12392,0
12393,0
12394,0
12395,0
12396,0
12397,0
12398,0
12399,0
12400,0
12401,0
12402,0
12403,0
12404,0
12405,0
12406,0
12407,0
12408,0
12409,0
12410,0
12411,0
12412,0
12413,0
12414,0
12415,0
12416,0
12417,0
12418,0
12419,0
12420,0
12421,0
12422,0
12423,0
12424,0
12425,0
12426,0
12427,0
12428,0
12429,0
12430,0
12431,0
12432,0
12433,0
12434,0
12435,0
12436,0
12437,0
12438,0
12439,0
12440,0
12441,0
12442,0
12443,0
12444,0
12445,0
12446,0
12447,0
12448,0
12449,0
12450,0
12451,0
12452,0
12453,0
12454,0
12455,0
12456,0
12457,0
12458,0
12459,0
12460,0
12461,0
12462,0
12463,0
12464,0
12465,0
12466,0
12467,0
12468,0
12469,0
12470,0
12471,0
12472,0
12473,0
12474,0
12475,0
12476,0
12477,0
12478,0
12479,0
12480,0
12481,0
12482,0
12483,0
12484,0
12485,0
12486,0
12487,0
12488,0
12489,0
12490,0
12491,0
12492,0
12493,0
12494,0
12495,0
12496,0
12497,0
12498,0
12499,0
12500,0
12501,0
12502,0
12503,0
12504,0
12505,0
12506,0
12507,0
12508,0
12509,0
12510,0
12511,0
12512,0
12513,0
12514,0
12515,0
12516,0
12517,0
12518,0
12519,0
12520,0
12521,0
12522,0
12523,0
12524,0
12525,0
12526,0.010752344
12527,0.021504688
12528,0.032257032
12529,0.043009376
12530,0.053761721
12531,0.064514065
12532,0.075266409
12533,0.086018753
12534,0.096771097
12535,0.107523441
12536,0.118275785
12537,0.129028129
12538,0.139780473
12539,0.150532817
12540,0.161285162
12541,0.172037506
12542,0.18278985
12543,0.193542194
12544,0.204294538
12545,0.215046882
12546,0.225799226
12547,0.23655157
12548,0.247303914
12549,0.258056258
12550,0.268808603
12551,0.279560947
12552,0.290313291
12553,0.301065635
12554,0.311817979
12555,0.322570323
12556,0.333322667
12557,0.344075011
12558,0.354827355
12559,0.365579699
12560,0.376332044
12561,0.387084388
12562,0.397836732
12563,0.408589076
12564,0.41934142
12565,0.430093764
12566,0.440846108
12567,0.451598452
12568,0.462350796
12569,0.47310314
12570,0.483855485
12571,0.494607829
12572,0.505360173
12573,0.516112517
12574,0.526864861
12575,0.537617205
12576,0.548369549
12577,0.559121893
12578,0.569874237
12579,0.580626581
12580,0.591378926
12581,0.60213127
12582,0.612883614
12583,0.623635958
12584,0.634388302
12585,0.645140646
12586,0.65589299
12587,0.666645334
12588,0.677397678
12589,0.688150023
12590,0.698902367
12591,0.709654711
12592,0.720407055
12593,0.731159399
12594,0.741911743
12595,0.752664087
12596,0.763416431
12597,0.774168775
12598,0.784921119
12599,0.795673464
12600,0.666163808
12601,0.530801464
12602,0.401761119
12603,0.280104775
12604,0.282326987
12605,0.282646869
12606,0.27374124
12607,0.24343307
12608,0.195939967
12609,0.13912458
12610,0.08230113
12611,0.025485744
12612,0
12613,0
12614,0
12615,0
12616,0
12617,0
12618,0
12619,0
12620,0
12621,0
12622,0
12623,0
12624,0
12625,0
12626,0
12627,0
12628,0
12629,0
12630,0
12631,0
12632,0
12633,0
12634,0
12635,0
12636,0
12637,0
12638,0
12639,0
12640,0
12641,0
12642,0
12643,0
12644,0
12645,0
12646,0
12647,0
12648,0
12649,0
12650,0
12651,0
12652,0
12653,0
12654,0
12655,0
12656,0
12657,0
12658,0
12659,0
12660,0
12661,0
12662,0
12663,0
12664,0
12665,0
12666,0
12667,0
12668,0
12669,0
12670,0
12671,0
12672,0
12673,0
12674,0
12675,0
12676,0
12677,0
12678,0
12679,0
12680,0
12681,0
12682,0
12683,0
12684,0
12685,0
12686,0
12687,0
12688,0
12689,0
12690,0
12691,0
12692,0
12693,0
12694,0
12695,0
12696,0
12697,0
12698,0
12699,0
12700,0
12701,0
12702,0
12703,0
12704,0
12705,0
12706,0
12707,0
12708,0
12709,0
12710,0
12711,0
12712,0
12713,0
12714,0
12715,0
12716,0
12717,0
12718,0
12719,0
12720,0
12721,0
12722,0
12723,0
12724,0
12725,0
12726,0
12727,0
12728,0
12729,0
12730,0
12731,0.002693866
12732,0.017142431
12733,0.031590997
12734,0.046039563
12735,0.060488128
12736,0.074936694
12737,0.089385259
12738,0.103833825
12739,0.118282391
12740,0.132730956
12741,0.147179522
12742,0.167015012
12743,0.223091277
12744,0.304392543
12745,0.41783794
12746,0.540371757
12747,0.682227536
12748,0.835574883
12749,0.990131868
12750,1.08364242
12751,1.087533489
12752,1.091424558
12753,1.095315627
12754,1.099206696
12755,1.103097765
12756,1.106988834
12757,1.110879903
12758,1.114770972
12759,1.118662041
12760,1.12255311
12761,1.126444179
12762,1.130335248
12763,1.134226317
12764,1.138117386
12765,1.142008455
12766,1.145899524
12767,1.149790593
12768,1.153681662
12769,1.157572731
12770,1.1614638
12771,1.165354869
12772,1.169245938
12773,1.173137007
12774,1.177028076
12775,1.180919145
12776,1.184810214
12777,1.188701283
12778,1.192592353
12779,1.196483422
12780,1.200374491
12781,1.20426556
12782,1.208156629
12783,1.212047698
12784,1.201648901
12785,1.157565699
12786,1.126724009
12787,1.099349949
12788,1.077830541
12789,1.066576933
12790,1.0566378
12791,1.049271164
12792,1.04597698
12793,1.04267473
12794,1.046783534
12795,1.062900019
12796,1.09959649
12797,1.146300705
12798,1.208246368
12799,1.199976535
12800,1.204045018
12801,1.216951928
12802,1.229858837
12803,1.240588397
12804,1.234157216
12805,1.227726035
12806,1.221294853
12807,1.217371656
12808,1.217424138
12809,1.236419563
12810,1.255414987
12811,1.27291046
12812,1.276753143
12813,1.264789881
12814,1.253834651
12815,1.250911422
12816,1.243988321
12817,1.23450885
12818,1.226134182
12819,1.226678584
12820,1.228948737
12821,1.246355503
12822,1.276761852
12823,1.307071431
12824,1.336566519
12825,1.366069672
12826,1.3971297
12827,1.418786803
12828,1.440443906
12829,1.462101009
12830,1.483758112
12831,1.49922993
12832,1.497799062
12833,1.497521383
12834,1.497243704
12835,1.496966025
12836,1.506784798
12837,1.523087233
12838,1.540446087
12839,1.566103062
12840,1.591751973
12841,1.617408948
12842,1.643057859
12843,1.668714834
12844,1.683702796
12845,1.691924845
12846,1.69426805
12847,1.692885568
12848,1.691503085
12849,1.690128667
12850,1.685996273
12851,1.685976651
12852,1.676425075
12853,1.665349355
12854,1.654281698
12855,1.643205978
12856,1.642081552
12857,1.649997159
12858,1.682226505
12859,1.738011548
12860,1.821271519
12861,1.930296794
12862,2.040741378
12863,2.162532374
12864,2.220099618
12865,2.241756721
12866,2.263413824
12867,2.285070928
12868,2.306728031
12869,2.328385134
12870,2.350042237
12871,2.37169934
12872,2.393356443
12873,2.415013546
12874,2.436670649
12875,2.458327752
12876,2.479984856
12877,2.501641959
12878,2.523299062
12879,2.544956165
12880,2.566613268
12881,2.588270371
12882,2.609927474
12883,2.631584577
12884,2.65324168
12885,2.674898784
12886,2.696555887
12887,2.71821299
12888,2.739870093
12889,2.761527196
12890,2.783184299
12891,2.804841402
12892,2.826498505
12893,2.848155608
12894,2.869812712
12895,2.891469815
12896,2.913126918
12897,2.934784021
12898,2.956441124
12899,2.978098227
12900,2.99975533
12901,3.001750277
12902,3.003745225
12903,3.005740172
12904,3.007735119
12905,3.009730066
12906,3.011725013
12907,3.013719961
12908,3.015714908
12909,3.017709855
12910,3.016108143
12911,3.016498303
12912,3.023694697
12913,3.025689644
12914,3.027684591
12915,3.029679538
12916,3.031674485
12917,3.033669433
12918,3.03566438
12919,3.037659327
12920,3.039654274
12921,3.041649221
12922,3.043644169
12923,3.045639116
12924,3.047634063
12925,3.04962901
12926,3.051623957
12927,3.053618905
12928,3.055613852
12929,3.057608799
12930,3.059603746
12931,3.061598693
12932,3.063593641
12933,3.027315619
12934,2.99975506
12935,2.954025728
12936,2.930610198
12937,2.911662267
12938,2.899827012
12939,2.887991756
12940,2.882051474
12941,2.876861167
12942,2.871662796
12943,2.883584845
12944,2.906708148
12945,2.944274538
12946,2.978050726
12947,3.076099051
12948,3.095512796
12949,3.097507743
12950,3.09950269
12951,3.101497637
12952,3.103492585
12953,3.105487532
12954,3.107482479
12955,3.109477426
12956,3.111472373
12957,3.113467321
12958,3.115462268
12959,3.117457215
12960,3.119452162
12961,3.12144711
12962,3.123442057
12963,3.125437004
12964,3.127431951
12965,3.129426898
12966,3.131421846
12967,3.133416793
12968,3.13541174
12969,3.137406687
12970,3.139401634
12971,3.141396582
12972,3.143391529
12973,3.145386476
12974,3.147381423
12975,3.14937637
12976,3.144031243
12977,3.138686116
12978,3.133340989
12979,3.127995862
12980,3.122650735
12981,3.117305608
12982,3.111960481
12983,3.106615354
12984,3.101270226
12985,3.095925099
12986,3.090579972
12987,3.085234845
12988,3.079889718
12989,3.074544591
12990,3.069199464
12991,3.063854337
12992,3.05850921
12993,3.053164083
12994,3.047818955
12995,3.042473828
12996,3.037128701
12997,3.031783574
12998,3.026438447
12999,3.02109332
13000,3.015748193
13001,3.010403066
13002,3.005057939
13003,2.999712811
13004,2.994367684
13005,2.989022557
13006,2.98367743
13007,2.978332303
13008,2.972987176
13009,2.967642049
13010,2.962296922
13011,2.956951795
13012,2.951606668
13013,2.94626154
13014,2.940916413
13015,2.935571286
13016,2.930226159
13017,2.924881032
13018,2.919535905
13019,2.914190778
13020,2.908845651
13021,2.903500524
13022,2.898155397
13023,2.892810269
13024,2.887465142
13025,2.882120015
13026,2.876774888
13027,2.871429761
13028,2.866084634
13029,2.860739507
13030,2.85539438
13031,2.850049253
13032,2.844704126
13033,2.839358998
13034,2.834013871
13035,2.828668744
13036,2.823323617
13037,2.81797849
13038,2.812633363
13039,2.807288236
13040,2.801943109
13041,2.796597982
13042,2.791252855
13043,2.785907727
13044,2.7805626
13045,2.775217473
13046,2.769872346
13047,2.764527219
13048,2.759182092
13049,2.753836965
13050,2.748491838
13051,2.73923056
13052,2.729969283
13053,2.720708005
13054,2.711446728
13055,2.70218545
13056,2.692924173
13057,2.683662895
13058,2.674401618
13059,2.66514034
13060,2.655879063
13061,2.646617785
13062,2.637356508
13063,2.62809523
13064,2.618833953
13065,2.609572675
13066,2.600311398
13067,2.59105012
13068,2.581788843
13069,2.572527565
13070,2.563266288
13071,2.55400501
13072,2.544743733
13073,2.535482455
13074,2.526221178
13075,2.5169599
13076,2.507698623
13077,2.498437345
13078,2.489176068
13079,2.47991479
13080,2.470653513
13081,2.461392235
13082,2.452130958
13083,2.44286968
13084,2.433608403
13085,2.424347125
13086,2.415085848
13087,2.40582457
13088,2.396563293
13089,2.387302015
13090,2.378040738
13091,2.36877946
13092,2.359518183
13093,2.350256905
13094,2.340995628
13095,2.33173435
13096,2.322473073
13097,2.313211795
13098,2.303950518
13099,2.29468924
13100,2.285427963
13101,2.276166685
13102,2.266905408
13103,2.25764413
13104,2.248382853
13105,2.239121575
13106,2.229860298
13107,2.22059902
13108,2.211337743
13109,2.202076465
13110,2.192815188
13111,2.183553911
13112,2.174292633
13113,2.165031356
13114,2.155770078
13115,2.146508801
13116,2.137247523
13117,2.127986246
13118,2.118724968
13119,2.109463691
13120,2.034752894
13121,1.960034034
13122,1.914394889
13123,1.835297136
13124,1.761368573
13125,1.68744001
13126,1.62615036
13127,1.566941288
13128,1.510224071
13129,1.45285365
13130,1.393588129
13131,1.341314319
13132,1.301499787
13133,1.276063828
13134,1.281796227
13135,1.302528145
13136,1.324969686
13137,1.347419291
13138,1.369860832
13139,1.392302374
13140,1.402203993
13141,1.410041163
13142,1.417870268
13143,1.419828594
13144,1.412561408
13145,1.383891682
13146,1.338037021
13147,1.282860078
13148,1.227675071
13149,1.172498128
13150,1.125885427
13151,1.0807001
13152,1.037796958
13153,0.998950138
13154,0.985715401
13155,0.976795043
13156,0.967874684
13157,0.958954326
13158,0.950033967
13159,0.941113608
13160,0.93219325
13161,0.923272891
13162,0.914352533
13163,0.905440238
13164,0.89651988
13165,0.887599521
13166,0.878679163
13167,0.869758804
13168,0.860838445
13169,0.851918087
13170,0.842997728
13171,0.83407737
13172,0.825157011
13173,0.816236653
13174,0.807316294
13175,0.80317804
13176,0.807595965
13177,0.812013889
13178,0.816431813
13179,0.818011119
13180,0.814493813
13181,0.810984572
13182,0.807467266
13183,0.798756578
13184,0.789199143
13185,0.795778289
13186,0.805058961
13187,0.832564856
13188,0.863062591
13189,0.876165721
13190,0.884777059
13191,0.890582036
13192,0.896387013
13193,0.902191989
13194,0.911714589
13195,0.908253733
13196,0.894414177
13197,0.860115598
13198,0.810567508
13199,0.752785809
13200,0.695004111
13201,0.667681507
13202,0.640810501
13203,0.622576316
13204,0.638236208
13205,0.656912132
13206,0.67559612
13207,0.694280108
13208,0.712964097
13209,0.731648085
13210,0.78678252
13211,0.910317992
13212,1.005612432
13213,1.100906872
13214,1.196193247
13215,1.28618947
13216,1.366742446
13217,1.429529862
13218,1.472898544
13219,1.493308283
13220,1.493299321
13221,1.484274519
13222,1.464137169
13223,1.445443321
13224,1.4293381
13225,1.41702308
13226,1.411417523
13227,1.405811966
13228,1.404424016
13229,1.410608404
13230,1.416792793
13231,1.422977181
13232,1.44480623
13233,1.474425352
13234,1.513253857
13235,1.552090426
13236,1.58919318
13237,1.623175066
13238,1.657165016
13239,1.682929423
13240,1.693912044
13241,1.703918891
13242,1.712183858
13243,1.720448825
13244,1.723342996
13245,1.688577081
13246,1.660754493
13247,1.625641816
13248,1.577408591
13249,1.529175366
13250,1.495078785
13251,1.509827415
13252,1.52839044
13253,1.5469454
13254,1.565508424
13255,1.584071449
13256,1.602626409
13257,1.621100726
13258,1.639647622
13259,1.658194518
13260,1.676741414
13261,1.69528831
13262,1.713835206
13263,1.732382102
13264,1.750928997
13265,1.769475893
13266,1.788022789
13267,1.806569685
13268,1.825116581
13269,1.843663477
13270,1.862210373
13271,1.880757269
13272,1.899304165
13273,1.91785106
13274,1.936397956
13275,1.954944852
13276,1.983135739
13277,2.011326625
13278,2.039517511
13279,2.067708397
13280,2.101286208
13281,2.171104794
13282,2.26614838
13283,2.393336098
13284,2.529612235
13285,2.685210335
13286,2.852300002
13287,3.020599308
13288,3.127852181
13289,3.156043067
13290,3.184233953
13291,3.212424839
13292,3.240615726
13293,3.268806612
13294,3.296997498
13295,3.325188384
13296,3.353379271
13297,3.381570157
13298,3.409761043
13299,3.437951929
13300,3.466142815
13301,3.494333702
13302,3.522524588
13303,3.550715474
13304,3.57890636
13305,3.607097247
13306,3.635288133
13307,3.663479019
13308,3.691669905
13309,3.719860791
13310,3.748051678
13311,3.776242564
13312,3.80443345
13313,3.832624336
13314,3.860815223
13315,3.889006109
13316,3.917196995
13317,3.945387881
13318,3.973578767
13319,4.001769654
13320,4.02996054
13321,4.058151426
13322,4.072052447
13323,4.052269062
13324,4.045727189
13325,4.042652946
13326,4.045433355
13327,4.058479565
13328,4.072840248
13329,4.08977343
13330,4.110779063
13331,4.131776631
13332,4.160185252
13333,4.200601553
13334,4.261597841
13335,4.332601874
13336,4.418847354
13337,4.434877339
13338,4.463245639
13339,4.500452366
13340,4.537659092
13341,4.572688469
13342,4.590557105
13343,4.608425741
13344,4.626294377
13345,4.646670997
13346,4.671023297
13347,4.714318538
13348,4.75761378
13349,4.799409069
13350,4.82755157
13351,4.77123847
13352,4.715933403
13353,4.668660337
13354,4.617387399
13355,4.56355809
13356,4.510833586
13357,4.46702815
13358,4.424948466
13359,4.398005395
13360,4.384061907
13361,4.370021648
13362,4.355166899
13363,4.340320215
13364,4.309264372
13365,4.268805603
13366,4.228346835
13367,4.187888067
13368,4.147429299
13369,4.100785245
13370,4.037238506
13371,3.974844955
13372,3.912451405
13373,3.850057855
13374,3.797760756
13375,3.75194732
13376,3.707190303
13377,3.670731407
13378,3.634264446
13379,3.59780555
13380,3.561338589
13381,3.524879693
13382,3.477751784
13383,3.423857961
13384,3.364085295
13385,3.300586942
13386,3.237088588
13387,3.173598299
13388,3.107350033
13389,3.045214539
13390,2.973547092
13391,2.900355501
13392,2.827171973
13393,2.753980381
13394,2.690740084
13395,2.63653982
13396,2.606653294
13397,2.600322466
13398,2.621466566
13399,2.668375969
13400,2.716704683
13401,2.776379807
13402,2.77183118
13403,2.731372412
13404,2.690913644
13405,2.650454875
13406,2.609996107
13407,2.569537339
13408,2.529078571
13409,2.488619803
13410,2.448161034
13411,2.407702266
13412,2.367243498
13413,2.32678473
13414,2.286325962
13415,2.245867193
13416,2.205408425
13417,2.164949657
13418,2.124490889
13419,2.084032121
13420,2.043573352
13421,2.003114584
13422,1.962655816
13423,1.922197048
13424,1.88173828
13425,1.841279511
13426,1.860128147
13427,1.878976782
13428,1.897825418
13429,1.916674054
13430,1.935522689
13431,1.954371325
13432,1.97321996
13433,1.992068596
13434,2.010917231
13435,2.029765867
13436,2.048614503
13437,2.067463138
13438,2.086311774
13439,2.105160409
13440,2.124009045
13441,2.142857681
13442,2.161706316
13443,2.180554952
13444,2.199403587
13445,2.218252223
13446,2.237100858
13447,2.255949494
13448,2.27120147
13449,2.288445319
13450,2.312495401
13451,2.331344036
13452,2.350192672
13453,2.369041307
13454,2.387889943
13455,2.406738579
13456,2.425587214
13457,2.44443585
13458,2.463284485
13459,2.482133121
13460,2.500981756
13461,2.519830392
13462,2.538679028
13463,2.557527663
13464,2.576376299
13465,2.595224934
13466,2.61407357
13467,2.632922205
13468,2.651770841
13469,2.670619477
13470,2.689468112
13471,2.670043779
13472,2.659336909
13473,2.630461265
13474,2.623899423
13475,2.621805181
13476,2.626823614
13477,2.631842047
13478,2.642755452
13479,2.654418834
13480,2.666074151
13481,2.694849888
13482,2.73482688
13483,2.789246958
13484,2.839876835
13485,2.954778848
13486,2.991046281
13487,3.009894917
13488,3.028743552
13489,3.047592188
13490,3.066440824
13491,3.085289459
13492,3.104138095
13493,3.12298673
13494,3.141835366
13495,3.160684001
13496,3.179532637
13497,3.198381273
13498,3.217229908
13499,3.236078544
13500,3.254927179
13501,3.24983622
13502,3.244745261
13503,3.239654302
13504,3.234563343
13505,3.229472384
13506,3.224381424
13507,3.219290465
13508,3.214199506
13509,3.209108547
13510,3.204017588
13511,3.198926629
13512,3.19383567
13513,3.18874471
13514,3.183653751
13515,3.178562792
13516,3.173471833
13517,3.168380874
13518,3.163289915
13519,3.158198955
13520,3.153107996
13521,3.148017037
13522,3.142926078
13523,3.137835119
13524,3.13274416
13525,3.127653201
13526,3.122562241
13527,3.117471282
13528,3.112380323
13529,3.107289364
13530,3.102198405
13531,3.097107446
13532,3.092016486
13533,3.086925527
13534,3.081834568
13535,3.076743609
13536,3.07165265
13537,3.066561691
13538,3.061470731
13539,3.056379772
13540,3.051288813
13541,3.046197854
13542,3.041106895
13543,3.036015936
13544,3.030924977
13545,3.025834017
13546,3.020743058
13547,3.015652099
13548,3.01056114
13549,3.005470181
13550,3.000379222
13551,2.995288262
13552,2.990197303
13553,2.985106344
13554,2.980015385
13555,2.974924426
13556,2.969833467
13557,2.964742508
13558,2.959651548
13559,2.954560589
13560,2.94946963
13561,2.944378671
13562,2.939287712
13563,2.934196753
13564,2.929105793
13565,2.924014834
13566,2.918923875
13567,2.913832916
13568,2.908741957
13569,2.903650998
13570,2.898560039
13571,2.893469079
13572,2.88837812
13573,2.883287161
13574,2.878196202
13575,2.873105243
13576,2.865030178
13577,2.856955114
13578,2.848880049
13579,2.840804985
13580,2.83272992
13581,2.824654856
13582,2.816579791
13583,2.808504727
13584,2.800429662
13585,2.792354598
13586,2.784279533
13587,2.776204469
13588,2.768129404
13589,2.76005434
13590,2.751979275
13591,2.743904211
13592,2.735829146
13593,2.727754082
13594,2.719679017
13595,2.711603953
13596,2.703528888
13597,2.695453824
13598,2.687378759
13599,2.679303695
13600,2.67122863
13601,2.663153566
13602,2.655078501
13603,2.647003437
13604,2.638928372
13605,2.630853307
13606,2.622778243
13607,2.614703178
13608,2.606628114
13609,2.598553049
13610,2.590477985
13611,2.58240292
13612,2.574327856
13613,2.566252791
13614,2.558177727
13615,2.550102662
13616,2.542027598
13617,2.533952533
13618,2.525877469
13619,2.517802404
13620,2.50972734
13621,2.501652275
13622,2.493577211
13623,2.485502146
13624,2.477427082
13625,2.469352017
13626,2.461276953
13627,2.453201888
13628,2.445126824
13629,2.437051759
13630,2.428976695
13631,2.42090163
