,deployment_signal
6360,4.40607482
6361,4.419873501
6362,4.433672182
6363,4.447470863
6364,4.461269543
6365,4.475068224
6366,4.488866905
6367,4.502665586
6368,4.516464267
6369,4.530262948
6370,4.544061629
6371,4.55786031
6372,4.571658991
6373,4.585457672
6374,4.599256353
6375,4.613055034
6376,4.601625697
6377,4.59019636
6378,4.578767023
6379,4.567337686
6380,4.555908349
6381,4.544479012
6382,4.533049675
6383,4.521620338
6384,4.510191001
6385,4.498761664
6386,4.487332327
6387,4.47590299
6388,4.464473653
6389,4.453044316
6390,4.441614979
6391,4.430185642
6392,4.418756305
6393,4.407326968
6394,4.395897631
6395,4.384468294
6396,4.373038957
6397,4.36160962
6398,4.350180283
6399,4.338750946
6400,4.327321609
6401,4.315892272
6402,4.304462935
6403,4.293033598
6404,4.281604261
6405,4.270174925
6406,4.258745588
6407,4.247316251
6408,4.235886914
6409,4.224457577
6410,4.21302824
6411,4.201598903
6412,4.190169566
6413,4.178740229
6414,4.167310892
6415,4.155881555
6416,4.144452218
6417,4.133022881
6418,4.121593544
6419,4.110164207
6420,4.09873487
6421,4.087305533
6422,4.075876196
6423,4.064446859
6424,4.053017522
6425,4.041588185
6426,4.030158848
6427,4.018729511
6428,4.007300174
6429,3.995870837
6430,3.9844415
6431,3.973012163
6432,3.961582826
6433,3.950153489
6434,3.938724152
6435,3.927294816
6436,3.915865479
6437,3.904436142
6438,3.893006805
6439,3.881577468
6440,3.870148131
6441,3.858718794
6442,3.847289457
6443,3.83586012
6444,3.824430783
6445,3.813001446
6446,3.801572109
6447,3.790142772
6448,3.778713435
6449,3.767284098
6450,3.755854761
6451,3.71650528
6452,3.677155799
6453,3.637806318
6454,3.598456837
6455,3.559107356
6456,3.519757875
6457,3.480408394
6458,3.441058913
6459,3.401709432
6460,3.362359951
6461,3.32301047
6462,3.283660989
6463,3.244311508
6464,3.204962027
6465,3.165612545
6466,3.126263064
6467,3.086913583
6468,3.047564102
6469,3.008214621
6470,2.96886514
6471,2.929515659
6472,2.890166178
6473,2.850816697
6474,2.811467216
6475,2.772117735
6476,2.732768254
6477,2.693418773
6478,2.654069292
6479,2.614719811
6480,2.57537033
6481,2.536020849
6482,2.496671368
6483,2.457321887
6484,2.417972406
6485,2.378622925
6486,2.339273444
6487,2.299923963
6488,2.260574482
6489,2.221225001
6490,2.18187552
6491,2.142526039
6492,2.103176558
6493,2.063827076
6494,2.024477595
6495,1.985128114
6496,1.945778633
6497,1.906429152
6498,1.867079671
6499,1.82773019
6500,1.788380709
6501,1.749031228
6502,1.709681747
6503,1.670332266
6504,1.630982785
6505,1.591633304
6506,1.552283823
6507,1.512934342
6508,1.473584861
6509,1.43423538
6510,1.394885899
6511,1.355536418
6512,1.316186937
6513,1.276837456
6514,1.237487975
6515,1.198138494
6516,1.158789013
6517,1.119439532
6518,1.080090051
6519,1.04074057
6520,1.001391089
6521,0.962041607
6522,0.922692126
6523,0.883342645
6524,0.843993164
6525,0.804643683
6526,0.793915101
6527,0.783186518
6528,0.772457936
6529,0.761729354
6530,0.751000771
6531,0.740272189
6532,0.729543606
6533,0.718815024
6534,0.708086441
6535,0.697357859
6536,0.686629276
6537,0.675900694
6538,0.665172112
6539,0.654443529
6540,0.643714947
6541,0.632986364
6542,0.622257782
6543,0.611529199
6544,0.600800617
6545,0.590072034
6546,0.579343452
6547,0.56861487
6548,0.557886287
6549,0.547157705
6550,0.536429122
6551,0.52570054
6552,0.514971957
6553,0.504243375
6554,0.493514792
6555,0.48278621
6556,0.472057628
6557,0.461329045
6558,0.450600463
6559,0.43987188
6560,0.429143298
6561,0.418414715
6562,0.407686133
6563,0.39695755
6564,0.386228968
6565,0.375500386
6566,0.364771803
6567,0.354043221
6568,0.343314638
6569,0.332586056
6570,0.321857473
6571,0.311128891
6572,0.300400308
6573,0.289671726
6574,0.278943144
6575,0.268214561
6576,0.257485979
6577,0.246757396
6578,0.236028814
6579,0.225300231
6580,0.214571649
6581,0.203843066
6582,0.193114484
6583,0.182385902
6584,0.171657319
6585,0.160928737
6586,0.150200154
6587,0.139471572
6588,0.128742989
6589,0.118014407
6590,0.107285824
6591,0.096557242
6592,0.08582866
6593,0.075100077
6594,0.064371495
6595,0.053642912
6596,0.04291433
6597,0.032185747
6598,0.021457165
6599,0.010728582
6600,0
6601,0.010435441
6602,0.020870881
6603,0.031306322
6604,0.041741763
6605,0.052177203
6606,0.062612644
6607,0.073048084
6608,0.083483525
6609,0.093918966
6610,0.104354406
6611,0.114789847
6612,0.125225288
6613,0.135660728
6614,0.146096169
6615,0.156531609
6616,0.16696705
6617,0.177402491
6618,0.187837931
6619,0.198273372
6620,0.208708813
6621,0.219144253
6622,0.229579694
6623,0.240015134
6624,0.250450575
6625,0.260886016
6626,0.271321456
6627,0.281756897
6628,0.292192338
6629,0.302627778
6630,0.313063219
6631,0.323498659
6632,0.3339341
6633,0.344369541
6634,0.354804981
6635,0.365240422
6636,0.375675863
6637,0.386111303
6638,0.396546744
6639,0.406982184
6640,0.417417625
6641,0.427853066
6642,0.438288506
6643,0.448723947
6644,0.459159388
6645,0.469594828
6646,0.480030269
6647,0.49046571
6648,0.50090115
6649,0.511336591
6650,0.521772031
6651,0.532207472
6652,0.542642913
6653,0.553078353
6654,0.563513794
6655,0.573949235
6656,0.584384675
6657,0.594820116
6658,0.605255556
6659,0.615690997
6660,0.626126438
6661,0.636561878
6662,0.646997319
6663,0.65743276
6664,0.6678682
6665,0.678303641
6666,0.688739081
6667,0.699174522
6668,0.709609963
6669,0.720045403
6670,0.730480844
6671,0.740916285
6672,0.751351725
6673,0.761787166
6674,0.772222606
6675,0.782658047
6676,0.772222606
6677,0.761787166
6678,0.751351725
6679,0.740916285
6680,0.730480844
6681,0.720045403
6682,0.709609963
6683,0.699174522
6684,0.688739081
6685,0.678303641
6686,0.6678682
6687,0.65743276
6688,0.646997319
6689,0.636561878
6690,0.626126438
6691,0.615690997
6692,0.605255556
6693,0.594820116
6694,0.584384675
6695,0.573949235
6696,0.563513794
6697,0.553078353
6698,0.542642913
6699,0.532207472
6700,0.521772031
6701,0.511336591
6702,0.50090115
6703,0.49046571
6704,0.480030269
6705,0.469594828
6706,0.459159388
6707,0.448723947
6708,0.438288506
6709,0.427853066
6710,0.417417625
6711,0.406982184
6712,0.396546744
6713,0.386111303
6714,0.375675863
6715,0.365240422
6716,0.354804981
6717,0.344369541
6718,0.3339341
6719,0.323498659
6720,0.313063219
6721,0.302627778
6722,0.292192338
6723,0.281756897
6724,0.271321456
6725,0.260886016
6726,0.250450575
6727,0.240015134
6728,0.229579694
6729,0.219144253
6730,0.208708813
6731,0.198273372
6732,0.187837931
6733,0.177402491
6734,0.16696705
6735,0.156531609
6736,0.146096169
6737,0.135660728
6738,0.125225288
6739,0.114789847
6740,0.104354406
6741,0.093918966
6742,0.083483525
6743,0.073048084
6744,0.062612644
6745,0.052177203
6746,0.041741763
6747,0.031306322
6748,0.020870881
6749,0.010435441
6750,0
6751,0.018622019
6752,0.037244038
6753,0.055866057
6754,0.074488075
6755,0.093110094
6756,0.111732113
6757,0.130354132
6758,0.148976151
6759,0.16759817
6760,0.186220189
6761,0.204842207
6762,0.223464226
6763,0.242086245
6764,0.260708264
6765,0.279330283
6766,0.297952302
6767,0.316574321
6768,0.33519634
6769,0.353818358
6770,0.372440377
6771,0.391062396
6772,0.409684415
6773,0.428306434
6774,0.446928453
6775,0.465550472
6776,0.48417249
6777,0.502794509
6778,0.521416528
6779,0.540038547
6780,0.558660566
6781,0.577282585
6782,0.595904604
6783,0.614526622
6784,0.633148641
6785,0.65177066
6786,0.670392679
6787,0.689014698
6788,0.707636717
6789,0.726258736
6790,0.744880754
6791,0.763502773
6792,0.782124792
6793,0.800746811
6794,0.81936883
6795,0.837990849
6796,0.856612868
6797,0.875234886
6798,0.893856905
6799,0.912478924
6800,0.931100943
6801,0.949722962
6802,0.968344981
6803,0.986967
6804,1.005589019
6805,1.024211037
6806,1.042833056
6807,1.061455075
6808,1.080077094
6809,1.098699113
6810,1.117321132
6811,1.135943151
6812,1.154565169
6813,1.173187188
6814,1.191809207
6815,1.210431226
6816,1.229053245
6817,1.247675264
6818,1.266297283
6819,1.284919301
6820,1.30354132
6821,1.322163339
6822,1.340785358
6823,1.359407377
6824,1.378029396
6825,1.396651415
6826,1.411339957
6827,1.4260285
6828,1.440717043
6829,1.455405586
6830,1.470094129
6831,1.484782672
6832,1.499471215
6833,1.514159757
6834,1.5288483
6835,1.543536843
6836,1.558225386
6837,1.572913929
6838,1.587602472
6839,1.602291015
6840,1.616979557
6841,1.6316681
6842,1.646356643
6843,1.661045186
6844,1.675733729
6845,1.690422272
6846,1.705110815
6847,1.719799357
6848,1.7344879
6849,1.749176443
6850,1.763864986
6851,1.778553529
6852,1.793242072
6853,1.807930615
6854,1.822619157
6855,1.8373077
6856,1.851996243
6857,1.866684786
6858,1.881373329
6859,1.896061872
6860,1.910750415
6861,1.925438957
6862,1.9401275
6863,1.954816043
6864,1.969504586
6865,1.984193129
6866,1.998881672
6867,2.013570214
6868,2.028258757
6869,2.0429473
6870,2.057635843
6871,2.072324386
6872,2.087012929
6873,2.101701472
6874,2.116390014
6875,2.131078557
6876,2.1457671
6877,2.160455643
6878,2.175144186
6879,2.189832729
6880,2.204521272
6881,2.219209814
6882,2.233898357
6883,2.2485869
6884,2.263275443
6885,2.277963986
6886,2.292652529
6887,2.307341072
6888,2.322029614
6889,2.336718157
6890,2.3514067
6891,2.366095243
6892,2.380783786
6893,2.395472329
6894,2.410160872
6895,2.424849414
6896,2.439537957
6897,2.4542265
6898,2.468915043
6899,2.483603586
6900,2.498292129
6901,2.505155885
6902,2.512019641
6903,2.518883398
6904,2.525747154
6905,2.53261091
6906,2.539474666
6907,2.546338423
6908,2.553202179
6909,2.560065935
6910,2.566929692
6911,2.573793448
6912,2.580657204
6913,2.587520961
6914,2.594384717
6915,2.601248473
6916,2.608112229
6917,2.614975986
6918,2.621839742
6919,2.628703498
6920,2.635567255
6921,2.642431011
6922,2.649294767
6923,2.656158524
6924,2.66302228
6925,2.669886036
6926,2.676749793
6927,2.683613549
6928,2.690477305
6929,2.697341061
6930,2.704204818
6931,2.711068574
6932,2.71793233
6933,2.724796087
6934,2.731659843
6935,2.738523599
6936,2.745387356
6937,2.752251112
6938,2.759114868
6939,2.765978624
6940,2.772842381
6941,2.779706137
6942,2.786569893
6943,2.79343365
6944,2.800297406
6945,2.807161162
6946,2.814024919
6947,2.820888675
6948,2.827752431
6949,2.834616187
6950,2.841479944
6951,2.8483437
6952,2.855207456
6953,2.862071213
6954,2.868934969
6955,2.875798725
6956,2.882662482
6957,2.889526238
6958,2.896389994
6959,2.90325375
6960,2.910117507
6961,2.916981263
6962,2.923845019
6963,2.930708776
6964,2.937572532
6965,2.944436288
6966,2.951300045
6967,2.958163801
6968,2.965027557
6969,2.971891314
6970,2.97875507
6971,2.985618826
6972,2.992482582
6973,2.999346339
6974,3.006210095
6975,3.013073851
6976,2.99643715
6977,2.979800448
6978,2.963163746
6979,2.946527045
6980,2.929890343
6981,2.913253642
6982,2.89661694
6983,2.879980238
6984,2.863343537
6985,2.846706835
6986,2.830070134
6987,2.813433432
6988,2.79679673
6989,2.780160029
6990,2.763523327
6991,2.746886626
6992,2.730249924
6993,2.713613222
6994,2.696976521
6995,2.680339819
6996,2.663703118
6997,2.647066416
6998,2.630429714
6999,2.613793013
7000,2.597156311
7001,2.580519609
7002,2.563882908
7003,2.547246206
7004,2.530609505
7005,2.513972803
7006,2.497336101
7007,2.4806994
7008,2.464062698
7009,2.447425997
7010,2.430789295
7011,2.414152593
7012,2.397515892
7013,2.38087919
7014,2.364242489
7015,2.347605787
7016,2.330969085
7017,2.314332384
7018,2.297695682
7019,2.28105898
7020,2.264422279
7021,2.247785577
7022,2.231148876
7023,2.214512174
7024,2.197875472
7025,2.181238771
7026,2.164602069
7027,2.147965368
7028,2.131328666
7029,2.114691964
7030,2.098055263
7031,2.081418561
7032,2.06478186
7033,2.048145158
7034,2.031508456
7035,2.014871755
7036,1.998235053
7037,1.981598352
7038,1.96496165
7039,1.948324948
7040,1.931688247
7041,1.915051545
7042,1.898414843
7043,1.881778142
7044,1.86514144
7045,1.848504739
7046,1.831868037
7047,1.815231335
7048,1.798594634
7049,1.781957932
7050,1.765321231
7051,1.755911706
7052,1.746502181
7053,1.737092656
7054,1.727683131
7055,1.718273606
7056,1.708864081
7057,1.699454556
7058,1.690045031
7059,1.680635506
7060,1.671225981
7061,1.661816456
7062,1.652406931
7063,1.642997406
7064,1.633587881
7065,1.624178356
7066,1.614768831
7067,1.605359306
7068,1.595949781
7069,1.586540256
7070,1.577130731
7071,1.567721206
7072,1.558311681
7073,1.548902156
7074,1.539492631
7075,1.530083106
7076,1.520673581
7077,1.511264056
7078,1.501854531
7079,1.492445006
7080,1.483035481
7081,1.473625956
7082,1.464216431
7083,1.454806906
7084,1.445397381
7085,1.435987856
7086,1.426578331
7087,1.417168806
7088,1.407759281
7089,1.398349756
7090,1.388940231
7091,1.379530706
7092,1.370121181
7093,1.360711656
7094,1.351302131
7095,1.341892606
7096,1.332483081
7097,1.323073556
7098,1.313664031
7099,1.304254506
7100,1.294844981
7101,1.285435456
7102,1.276025931
7103,1.266616406
7104,1.257206881
7105,1.247797356
7106,1.238387831
7107,1.228978306
7108,1.219568781
7109,1.210159256
7110,1.200749731
7111,1.191340206
7112,1.181930682
7113,1.172521157
7114,1.163111632
7115,1.153702107
7116,1.144292582
7117,1.134883057
7118,1.125473532
7119,1.116064007
7120,1.106654482
7121,1.097244957
7122,1.087835432
7123,1.078425907
7124,1.069016382
7125,1.059606857
7126,1.055478361
7127,1.051349866
7128,1.04722137
7129,1.043092874
7130,1.038964379
7131,1.034835883
7132,1.030707388
7133,1.026578892
7134,1.022450397
7135,1.018321901
7136,1.014193406
7137,1.01006491
7138,1.005936414
7139,1.001807919
7140,0.997679423
7141,0.993550928
7142,0.989422432
7143,0.985293937
7144,0.981165441
7145,0.977036946
7146,0.97290845
7147,0.968779954
7148,0.964651459
7149,0.960522963
7150,0.956394468
7151,0.952265972
7152,0.948137477
7153,0.944008981
7154,0.939880485
7155,0.93575199
7156,0.931623494
7157,0.927494999
7158,0.923366503
7159,0.919238008
7160,0.915109512
7161,0.910981017
7162,0.906852521
7163,0.902724025
7164,0.89859553
7165,0.894467034
7166,0.890338539
7167,0.886210043
7168,0.882081548
7169,0.877953052
7170,0.873824557
7171,0.869696061
7172,0.865567565
7173,0.86143907
7174,0.857310574
7175,0.853182079
7176,0.849053583
7177,0.844925088
7178,0.840796592
7179,0.836668097
7180,0.832539601
7181,0.828411105
7182,0.82428261
7183,0.820154114
7184,0.816025619
7185,0.811897123
7186,0.807768628
7187,0.803640132
7188,0.799511636
7189,0.795383141
7190,0.791254645
7191,0.78712615
7192,0.782997654
7193,0.778869159
7194,0.774740663
7195,0.770612168
7196,0.766483672
7197,0.762355176
7198,0.758226681
7199,0.754098185
7200,0.74996969
7201,0.750212192
7202,0.750454694
7203,0.750697196
7204,0.750939698
7205,0.751182201
7206,0.751424703
7207,0.751667205
7208,0.751909707
7209,0.752152209
7210,0.752394711
7211,0.752637214
7212,0.752879716
7213,0.753122218
7214,0.75336472
7215,0.753607222
7216,0.753849724
7217,0.754092227
7218,0.754334729
7219,0.754577231
7220,0.754819733
7221,0.755062235
7222,0.755304737
7223,0.755547239
7224,0.755789742
7225,0.756032244
7226,0.756274746
7227,0.756517248
7228,0.75675975
7229,0.757002252
7230,0.757244755
7231,0.757487257
7232,0.757729759
7233,0.757972261
7234,0.758214763
7235,0.758457265
7236,0.758699768
7237,0.75894227
7238,0.759184772
7239,0.759427274
7240,0.759669776
7241,0.759912278
7242,0.760154781
7243,0.760397283
7244,0.760639785
7245,0.760882287
7246,0.761124789
7247,0.761367291
7248,0.761609794
7249,0.761852296
7250,0.762094798
7251,0.7623373
7252,0.762579802
7253,0.762822304
7254,0.763064807
7255,0.763307309
7256,0.763549811
7257,0.763792313
7258,0.764034815
7259,0.764277317
7260,0.764519819
7261,0.764762322
7262,0.765004824
7263,0.765247326
7264,0.765489828
7265,0.76573233
7266,0.765974832
7267,0.766217335
7268,0.766459837
7269,0.766702339
7270,0.766944841
7271,0.767187343
7272,0.767429845
7273,0.767672348
7274,0.76791485
7275,0.768157352
7276,0.784438436
7277,0.800719521
7278,0.817000605
7279,0.83328169
7280,0.849562774
7281,0.865843859
7282,0.882124943
7283,0.898406028
7284,0.914687112
7285,0.930968197
7286,0.947249281
7287,0.963530365
7288,0.97981145
7289,0.996092534
7290,1.012373619
7291,1.028654703
7292,1.044935788
7293,1.061216872
7294,1.077497957
7295,1.093779041
7296,1.110060126
7297,1.12634121
7298,1.142622295
7299,1.158903379
7300,1.175184463
7301,1.191465548
7302,1.207746632
7303,1.224027717
7304,1.240308801
7305,1.256589886
7306,1.27287097
7307,1.289152055
7308,1.305433139
7309,1.321714224
7310,1.337995308
7311,1.354276393
7312,1.370557477
7313,1.386838561
7314,1.403119646
7315,1.41940073
7316,1.435681815
7317,1.451962899
7318,1.468243984
7319,1.484525068
7320,1.500806153
7321,1.517087237
7322,1.533368322
7323,1.549649406
7324,1.565930491
7325,1.582211575
7326,1.598492659
7327,1.614773744
7328,1.631054828
7329,1.647335913
7330,1.663616997
7331,1.679898082
7332,1.696179166
7333,1.712460251
7334,1.728741335
7335,1.74502242
7336,1.761303504
7337,1.777584589
7338,1.793865673
7339,1.810146757
7340,1.826427842
7341,1.842708926
7342,1.858990011
7343,1.875271095
7344,1.89155218
7345,1.907833264
7346,1.924114349
7347,1.940395433
7348,1.956676518
7349,1.972957602
7350,1.989238687
7351,2.002559798
7352,2.015880909
7353,2.029202021
7354,2.042523132
7355,2.055844243
7356,2.069165355
7357,2.082486466
7358,2.095807577
7359,2.109128689
7360,2.1224498
7361,2.135770911
7362,2.149092023
7363,2.162413134
7364,2.175734245
7365,2.189055357
7366,2.202376468
7367,2.215697579
7368,2.229018691
7369,2.242339802
7370,2.255660913
7371,2.268982025
7372,2.282303136
7373,2.295624247
7374,2.308945359
7375,2.32226647
7376,2.335587581
7377,2.348908693
7378,2.362229804
7379,2.375550916
7380,2.388872027
7381,2.402193138
7382,2.41551425
7383,2.428835361
7384,2.442156472
7385,2.455477584
7386,2.468798695
7387,2.482119806
7388,2.495440918
7389,2.508762029
7390,2.52208314
7391,2.535404252
7392,2.548725363
7393,2.562046474
7394,2.575367586
7395,2.588688697
7396,2.602009808
7397,2.61533092
7398,2.628652031
7399,2.641973142
7400,2.655294254
7401,2.668615365
7402,2.681936476
7403,2.695257588
7404,2.708578699
7405,2.72189981
7406,2.735220922
7407,2.748542033
7408,2.761863144
7409,2.775184256
7410,2.788505367
7411,2.801826478
7412,2.81514759
7413,2.828468701
7414,2.841789812
7415,2.855110924
7416,2.868432035
7417,2.881753147
7418,2.895074258
7419,2.908395369
7420,2.921716481
7421,2.935037592
7422,2.948358703
7423,2.961679815
7424,2.975000926
7425,2.988322037
7426,2.963720527
7427,2.939119017
7428,2.914517506
7429,2.889915996
7430,2.865314486
7431,2.840712976
7432,2.816111465
7433,2.791509955
7434,2.766908445
7435,2.742306935
7436,2.717705424
7437,2.693103914
7438,2.668502404
7439,2.643900894
7440,2.619299383
7441,2.594697873
7442,2.570096363
7443,2.545494852
7444,2.520893342
7445,2.496291832
7446,2.471690322
7447,2.447088811
7448,2.422487301
7449,2.397885791
7450,2.373284281
7451,2.34868277
7452,2.32408126
7453,2.29947975
7454,2.27487824
7455,2.250276729
7456,2.225675219
7457,2.201073709
7458,2.176472199
7459,2.151870688
7460,2.127269178
7461,2.102667668
7462,2.078066157
7463,2.053464647
7464,2.028863137
7465,2.004261627
7466,1.979660116
7467,1.955058606
7468,1.930457096
7469,1.905855586
7470,1.881254075
7471,1.856652565
7472,1.832051055
7473,1.807449545
7474,1.782848034
7475,1.758246524
7476,1.733645014
7477,1.709043504
7478,1.684441993
7479,1.659840483
7480,1.635238973
7481,1.610637462
7482,1.586035952
7483,1.561434442
7484,1.536832932
7485,1.512231421
7486,1.487629911
7487,1.463028401
7488,1.438426891
7489,1.41382538
7490,1.38922387
7491,1.36462236
7492,1.34002085
7493,1.315419339
7494,1.290817829
7495,1.266216319
7496,1.241614808
7497,1.217013298
7498,1.192411788
7499,1.167810278
7500,1.143208767
7501,1.178919168
7502,1.214629569
7503,1.25033997
7504,1.286050371
7505,1.321760772
7506,1.357471173
7507,1.393181574
7508,1.428891975
7509,1.464602375
7510,1.500312776
7511,1.536023177
7512,1.571733578
7513,1.607443979
7514,1.64315438
7515,1.678864781
7516,1.714575182
7517,1.750285583
7518,1.785995984
7519,1.821706384
7520,1.857416785
7521,1.893127186
7522,1.928837587
7523,1.964547988
7524,2.000258389
7525,2.03596879
7526,2.071679191
7527,2.107389592
7528,2.143099993
7529,2.178810393
7530,2.214520794
7531,2.250231195
7532,2.285941596
7533,2.321651997
7534,2.357362398
7535,2.393072799
7536,2.4287832
7537,2.464493601
7538,2.500204002
7539,2.535914402
7540,2.571624803
7541,2.607335204
7542,2.643045605
7543,2.678756006
7544,2.714466407
7545,2.750176808
7546,2.785887209
7547,2.82159761
7548,2.85730801
7549,2.893018411
7550,2.928728812
7551,2.964439213
7552,3.000149614
7553,3.035860015
7554,3.071570416
7555,3.107280817
7556,3.142991218
7557,3.178701619
7558,3.214412019
7559,3.25012242
7560,3.285832821
7561,3.321543222
7562,3.357253623
7563,3.392964024
7564,3.428674425
7565,3.464384826
7566,3.500095227
7567,3.535805628
7568,3.571516028
7569,3.607226429
7570,3.64293683
7571,3.678647231
7572,3.714357632
7573,3.750068033
7574,3.785778434
7575,3.821488835
7576,3.77053565
7577,3.719582466
7578,3.668629281
7579,3.617676097
7580,3.566722912
7581,3.515769728
7582,3.464816543
7583,3.413863359
7584,3.362910175
7585,3.31195699
7586,3.261003806
7587,3.210050621
7588,3.159097437
7589,3.108144252
7590,3.057191068
7591,3.006237883
7592,2.955284699
7593,2.904331514
7594,2.85337833
7595,2.802425145
7596,2.751471961
7597,2.700518777
7598,2.649565592
7599,2.598612408
7600,2.547659223
7601,2.496706039
7602,2.445752854
7603,2.39479967
7604,2.343846485
7605,2.292893301
7606,2.241940116
7607,2.190986932
7608,2.140033747
7609,2.089080563
7610,2.038127378
7611,1.987174194
7612,1.93622101
7613,1.885267825
7614,1.834314641
7615,1.783361456
7616,1.732408272
7617,1.681455087
7618,1.630501903
7619,1.579548718
7620,1.528595534
7621,1.477642349
7622,1.426689165
7623,1.37573598
7624,1.324782796
7625,1.273829612
7626,1.222876427
7627,1.171923243
7628,1.120970058
7629,1.070016874
7630,1.019063689
7631,0.968110505
7632,0.91715732
7633,0.866204136
7634,0.815250951
7635,0.764297767
7636,0.713344582
7637,0.662391398
7638,0.611438214
7639,0.560485029
7640,0.509531845
7641,0.45857866
7642,0.407625476
7643,0.356672291
7644,0.305719107
7645,0.254765922
7646,0.203812738
7647,0.152859553
7648,0.101906369
7649,0.050953184
7650,0
7651,0.033007083
7652,0.066014166
7653,0.099021249
7654,0.132028332
7655,0.165035416
7656,0.198042499
7657,0.231049582
7658,0.264056665
7659,0.297063748
7660,0.330070831
7661,0.363077914
7662,0.396084997
7663,0.429092081
7664,0.462099164
7665,0.495106247
7666,0.52811333
7667,0.561120413
7668,0.594127496
7669,0.627134579
7670,0.660141662
7671,0.693148746
7672,0.726155829
7673,0.759162912
7674,0.792169995
7675,0.825177078
7676,0.858184161
7677,0.891191244
7678,0.924198327
7679,0.957205411
7680,0.990212494
7681,1.023219577
7682,1.05622666
7683,1.089233743
7684,1.122240826
7685,1.155247909
7686,1.188254992
7687,1.221262076
7688,1.254269159
7689,1.287276242
7690,1.320283325
7691,1.353290408
7692,1.386297491
7693,1.419304574
7694,1.452311657
7695,1.485318741
7696,1.518325824
7697,1.551332907
7698,1.58433999
7699,1.617347073
7700,1.650354156
7701,1.683361239
7702,1.716368322
7703,1.749375406
7704,1.782382489
7705,1.815389572
7706,1.848396655
7707,1.881403738
7708,1.914410821
7709,1.947417904
7710,1.980424987
7711,2.013432071
7712,2.046439154
7713,2.079446237
7714,2.11245332
7715,2.145460403
7716,2.178467486
7717,2.211474569
7718,2.244481652
7719,2.277488736
7720,2.310495819
7721,2.343502902
7722,2.376509985
7723,2.409517068
7724,2.442524151
7725,2.475531234
7726,2.442524151
7727,2.409517068
7728,2.376509985
7729,2.343502902
7730,2.310495819
7731,2.277488736
7732,2.244481652
7733,2.211474569
7734,2.178467486
7735,2.145460403
7736,2.11245332
7737,2.079446237
7738,2.046439154
7739,2.013432071
7740,1.980424987
7741,1.947417904
7742,1.914410821
7743,1.881403738
7744,1.848396655
7745,1.815389572
7746,1.782382489
7747,1.749375406
7748,1.716368322
7749,1.683361239
7750,1.650354156
7751,1.617347073
7752,1.58433999
7753,1.551332907
7754,1.518325824
7755,1.485318741
7756,1.452311657
7757,1.419304574
7758,1.386297491
7759,1.353290408
7760,1.320283325
7761,1.287276242
7762,1.254269159
7763,1.221262076
7764,1.188254992
7765,1.155247909
7766,1.122240826
7767,1.089233743
7768,1.05622666
7769,1.023219577
7770,0.990212494
7771,0.957205411
7772,0.924198327
7773,0.891191244
7774,0.858184161
7775,0.825177078
7776,0.792169995
7777,0.759162912
7778,0.726155829
7779,0.693148746
7780,0.660141662
7781,0.627134579
7782,0.594127496
7783,0.561120413
7784,0.52811333
7785,0.495106247
7786,0.462099164
7787,0.429092081
7788,0.396084997
7789,0.363077914
7790,0.330070831
7791,0.297063748
7792,0.264056665
7793,0.231049582
7794,0.198042499
7795,0.165035416
7796,0.132028332
7797,0.099021249
7798,0.066014166
7799,0.033007083
7800,0
7801,0.057746286
7802,0.115492573
7803,0.173238859
7804,0.230985145
7805,0.288731431
7806,0.346477718
7807,0.404224004
7808,0.46197029
7809,0.519716576
7810,0.577462863
7811,0.635209149
7812,0.692955435
7813,0.750701722
7814,0.808448008
7815,0.866194294
7816,0.92394058
7817,0.981686867
7818,1.039433153
7819,1.097179439
7820,1.154925725
7821,1.212672012
7822,1.270418298
7823,1.328164584
7824,1.385910871
7825,1.443657157
7826,1.501403443
7827,1.559149729
7828,1.616896016
7829,1.674642302
7830,1.732388588
7831,1.790134874
7832,1.847881161
7833,1.905627447
7834,1.963373733
7835,2.02112002
7836,2.078866306
7837,2.136612592
7838,2.194358878
7839,2.252105165
7840,2.309851451
7841,2.367597737
7842,2.425344023
7843,2.48309031
7844,2.540836596
7845,2.598582882
7846,2.656329169
7847,2.714075455
7848,2.771821741
7849,2.829568027
7850,2.887314314
7851,2.9450606
7852,3.002806886
7853,3.060553173
7854,3.118299459
7855,3.176045745
7856,3.233792031
7857,3.291538318
7858,3.349284604
7859,3.40703089
7860,3.464777176
7861,3.522523463
7862,3.580269749
7863,3.638016035
7864,3.695762322
7865,3.753508608
7866,3.811254894
7867,3.86900118
7868,3.926747467
7869,3.984493753
7870,4.042240039
7871,4.099986325
7872,4.157732612
7873,4.215478898
7874,4.273225184
7875,4.330971471
7876,4.317660456
7877,4.304349442
7878,4.291038428
7879,4.277727414
7880,4.2644164
7881,4.251105385
7882,4.237794371
7883,4.224483357
7884,4.211172343
7885,4.197861329
7886,4.184550314
7887,4.1712393
7888,4.157928286
7889,4.144617272
7890,4.131306258
7891,4.117995243
7892,4.104684229
7893,4.091373215
7894,4.078062201
7895,4.064751187
7896,4.051440172
7897,4.038129158
7898,4.024818144
7899,4.01150713
7900,3.998196116
7901,3.984885101
7902,3.971574087
7903,3.958263073
7904,3.944952059
7905,3.931641045
7906,3.91833003
7907,3.905019016
7908,3.891708002
7909,3.878396988
7910,3.865085974
7911,3.851774959
7912,3.838463945
7913,3.825152931
7914,3.811841917
7915,3.798530903
