HRS,MIN,WND_MEAN,WND_STD,PWR_MEAN,PWR_STD,CONF INT
2,25,6.642291561491945,2.719641873680832,3838042.0840335735,2245566.425590318,1510662.0622255458
2,30,7.170484880143532,2.4281849860143376,4325445.106073076,2480131.082317364,1754954.442037989
2,35,6.605974994082833,2.1173570241984194,3560123.658030261,1850507.9311854574,1642195.4506265766
2,40,6.184191911397921,0.9485522944607456,2764698.094310925,1057321.1584293598,1668855.1422964833
2,45,6.408199893327497,0.9531644026994452,2972161.232109069,1143391.990893572,1787111.5954671914
2,50,6.608521058398821,1.6590332927313731,3398864.7991986405,1583504.5703859369,1757667.7900346364
2,55,6.200162997693363,1.9601913144922605,3155171.2766707838,1538579.9047374334,1560535.6909967335
3,0,5.650602508463984,0.7392353731103589,2249821.991029716,755432.4475146617,1466866.578918506
3,5,6.8685795615529255,1.138404046813261,3517669.5448402367,1414849.5972117274,2051272.1811781628
3,10,7.4713030792615855,0.7724597715429323,4244473.742342437,1342698.9969140529,2852855.6699008932
3,15,7.747767475844972,1.1706434497016431,4720373.755500106,1930996.861954803,2719024.132762418
3,20,8.445112590967106,1.7014208651816598,6439164.95093586,3085085.313721547,3241679.5223579253
3,25,7.849642395140839,0.8085526619474847,4804828.097147558,1558695.5750399728,3189343.959119907
3,30,7.409575378024902,0.4412432602503705,4215267.5045797955,1002060.7169965153,3176698.31918452
3,35,7.343378137021992,0.9256580327176124,4110249.8077369966,1442621.7396979672,2615068.468304405
3,40,6.205249275933273,2.086731459884525,3222118.8887457196,1657753.995124614,1503967.2966318442
3,45,7.00467886228336,2.8373271712841164,4371794.513701534,2620220.8335478297,1656110.1539653135
3,50,8.97851684705911,3.793966222069323,8105047.509591678,3922567.0657108254,4039568.030160298
3,55,8.808930415520381,3.4012871015391237,7720312.8392224545,3825162.5819589742,3755786.6190378983
4,0,7.920473329766245,4.804170782537744,6462804.0888657905,3863195.757948364,2458859.015177337
4,5,7.963018295664402,2.831657463480833,5893296.644752992,3287961.9246637993,2485543.122647166
4,10,6.380220428589106,0.8079788907625824,2901996.2389567606,1125340.3458075845,1735655.9300172923
4,15,7.539405468576014,1.1748870931824211,4500346.619978172,1773821.747886109,2661898.533458773
4,20,7.597172656016379,0.4021159100102352,4486630.386199527,964312.4666327952,3487184.747876182
4,25,4.7793464999931015,2.3650563120313346,2424567.5044785542,1239560.2585000456,1139845.8642795538
4,30,5.338109226900096,0.1678514896115996,1594195.887567713,315103.58997698716,1267612.0057662027
4,35,6.284829453166079,0.13070885590386358,2496097.4807601077,447656.42843040184,2032131.4113133023
4,40,7.151648918016809,0.43651432303599896,3812945.289990954,1029372.4686728268,2746069.2932327865
4,45,8.589557682726253,0.4172626303272247,6041652.187131924,1438799.825108679,4550432.007591464
4,50,10.76073356870943,0.17868101839479533,11857747.33453257,1122058.784291298,10694808.145518258
4,55,10.971995732284048,0.7835689711000333,11947107.915863514,1671629.5173447991,10214575.269223977
5,0,10.916262554007595,0.6262851543109244,11890519.157449253,1598691.8895661228,10233581.503590005
5,5,9.44972602302437,0.18143732774593005,8177236.089244239,1318998.6125967696,6810181.886452963
5,10,5.6919540060927405,0.3075668544964914,1876672.1737540434,513732.36794449633,1344222.7943526583
5,15,6.073907484831058,1.7301888077675711,2937731.0134314843,1483753.6461142623,1399919.1928155103
5,20,4.7858166613619435,1.2067385628924043,1870058.2183629293,740230.4498738626,1102858.664193649
5,25,4.06027182973279,4.103238725093675,2632657.5594859133,1611294.5607391018,962658.0764261787
5,30,6.037397457455327,2.6635923998940743,3282555.8232445894,1886263.526141731,1327569.3233670073
5,35,6.33534495718652,1.890956252679784,3207359.59781916,1668298.06497143,1478279.7796548903
5,40,7.693347734156885,1.8592421190027035,4871608.970172073,2322494.1893216153,2464498.4454538394
5,45,8.38983011142049,1.1772191771174312,5814025.588828954,2161099.980746877,3574189.4107485046
5,50,8.928961686997129,0.3786684432532336,6593136.031214071,1466119.776976698,5073600.5413582325
5,55,9.381736737450774,0.8012067952627061,7827009.981119432,2281042.791155105,5462861.069502171
6,0,8.306376318337836,0.13804378890413949,5319576.447962158,739720.1704036202,4552905.764473811
6,5,8.047131472931467,0.19153233342559564,4924380.704501853,789776.3268209778,4105830.149152832
6,10,5.3816833296986735,1.5784873662031254,2293282.238939234,1101303.4538235918,1151854.5674316313
6,15,4.492500435005304,2.219563611923269,2132561.199642837,1063901.6977954127,1029897.9569085399
6,20,4.604143705406469,3.026910858256959,2476645.398440148,1409149.1460562316,1016156.1726908085
6,25,8.383652118771758,0.7802620023212029,5652609.307357006,1731611.2544962966,3857909.5855738157
6,30,8.363337056963319,0.8923444616068748,5656172.273027586,1851951.3753858851,3736748.031858707
6,35,8.115157371691055,1.4875966612217235,5411066.670045381,2277332.5503082285,3050763.1759248874
6,40,8.974006404930297,1.3024202288454514,7024081.9798692,2570513.4053336186,4359916.058440054
6,45,7.987972367855285,0.2495984495460417,4866731.593188366,873424.6677778232,3961485.1042959094
6,50,7.79696913294064,0.6479657719697076,4661628.762982514,1360943.9592782378,3251101.0023566717
6,55,7.042760568936888,0.8802022784633243,3593830.196453314,1387068.972791624,2156225.5995212216
7,0,7.81718806149492,1.723678054241896,5014155.026214308,2300788.862946521,2629540.6264810828
7,5,7.465353144769718,1.3679619480297158,4360228.876781292,1880061.0498467041,2411670.83043342
7,10,7.103472834751465,1.5579173506497497,3929728.287876334,1843553.1093210645,2019008.290070888
7,15,5.95586848039238,0.1809941893118583,2016891.0397186154,455832.99008477863,1544450.5087619592
7,20,6.661505107010548,0.6501323511661234,2996963.1891251486,1102996.3698199785,1853780.9229532825
7,25,6.989232180569091,0.9500952555816884,3559159.6153377183,1418156.3922647808,2089334.9788704468
7,30,6.966001026083415,1.230315270398063,3632402.6741461935,1587410.1724826812,1987157.7685630468
7,35,7.3086265694011425,1.5239228035021053,4198518.196104523,1916963.7587538701,2211712.9500824935
7,40,8.095353332106576,1.2021075210167669,5313024.634522418,2039337.3071708982,3199387.3569301455
7,45,6.3897896248005965,0.7732688730217967,2724706.3158539883,1084716.2891907955,1600470.135608846
7,50,6.462533513549397,1.167081682650544,2994865.436231912,1350048.6857985198,1595629.9008281159
7,55,6.608631741062353,0.5160645705692442,2849303.317543884,969691.5738560472,1844282.592888693
8,0,7.725528900765752,1.2864171925738397,4712177.178382009,1930131.828672188,2711724.1050214465
8,5,7.694791979224834,0.3635476085709349,4435493.762508389,1019506.2609742346,3378843.4328367226
8,10,7.927280743051991,0.2441281982989639,4750800.563779953,867676.4332016712,3851511.737132863
8,15,6.459665331528883,2.322437966763528,3461168.89635179,1916917.4153849934,1474411.6821446463
8,20,6.474228608110168,2.3538728982319066,3475962.5639701504,1934004.9832197204,1471495.2239138554
8,25,6.3419349194765795,2.3244449601816366,3323449.546099493,1850290.8314445352,1405746.3481161506
8,30,6.100693687786426,2.5286258120936917,3181931.391541934,1818774.9348577317,1296892.3210809885
8,35,5.5601868717990275,1.9124135449944075,2503995.430488681,1301598.8028965495,1154974.9714415509
8,40,5.511862413923952,0.5013717973393061,1781523.1738324962,561589.3061423206,1199473.2657639452
8,45,4.842767463274373,0.8947971449871324,1680375.6071265968,582812.5009013413,1076329.2713780673
8,50,4.657292244519638,1.2795659759852882,1776866.5517367576,700597.6296757238,1050743.7757406323
8,55,4.853537547292954,0.4915122343295986,1477705.2153239814,403379.1582928469,1059629.587043374
9,0,5.2683055152057126,1.216260993819931,1993422.0887424385,849861.1108535638,1112597.657021522
9,5,5.8022316391896345,0.7590355041835661,2078322.695139941,792761.7589963629,1256677.9382022817
9,10,6.0182000028102305,0.4020623202199124,2064687.4126114112,628941.3877575459,1412831.5583049299
9,15,6.504265387880718,0.3040735676937202,2501406.4530258556,682004.6609787705,1794554.0505970656
9,20,6.4344848349647625,0.25106381685070706,2408060.526559592,600562.2937572291,1785617.7128386223
9,25,6.182865943132727,0.2531192540202276,2158829.592344014,544287.0510823574,1594712.3191331467
9,30,5.8817398923583255,0.4261585486658725,1971898.2096229475,610470.8885899965,1339185.7973743319
9,35,5.065896796083282,0.2770406752485859,1414515.8164939957,333491.6373340871,1068873.9484439942
9,40,4.269501991327424,0.8151057139114283,1481695.0569809508,434763.8425853094,1031091.293980914
9,45,4.324904516299257,1.1136258786363422,1615852.2753830217,559249.4304951808,1036227.4925624299
9,50,4.414021342970745,1.0873193609841645,1632202.9936499714,568384.9756108413,1043109.8268402822
9,55,3.987451215157969,1.311816381070887,0,0,0.0
10,0,4.301180665064704,0.8279326775213406,1505235.0190545279,447126.2936819505,1041818.3989619482
10,5,4.0600821976223145,0.7357166269677178,1421290.702539081,373465.3823427187,1034218.7104590228
10,10,3.89498570060432,0.8225449044725671,0,0,0.0
10,15,3.4865931550923435,0.7105353152553994,0,0,0.0
10,20,3.407286112109776,0.7095162057306633,0,0,0.0
10,25,3.4132828583763755,0.8616958099959929,0,0,0.0
10,30,2.9947462602980384,0.7964088865279669,0,0,0.0
10,35,2.8369743339418547,0.8629552088129464,0,0,0.0
10,40,3.0270168331328446,1.007815022168025,0,0,0.0
10,45,3.149557559755697,1.073238478016586,0,0,0.0
10,50,3.0355596526832884,1.0978248457830693,0,0,0.0
10,55,3.0094773619213564,1.1892537009924151,0,0,0.0
11,0,2.7843231908073993,1.1969452283890063,0,0,0.0
11,5,2.445570685070695,1.1297019319219848,0,0,0.0
11,10,2.3394383831124066,1.1768279803924346,0,0,0.0
11,15,2.209356044440665,1.1772689006598964,0,0,0.0
11,20,2.159046689234261,1.2288907472060937,0,0,0.0
11,25,2.1628878485669216,1.312813068897286,0,0,0.0
11,30,1.9881743081227707,1.2679124937551722,0,0,0.0
11,35,1.8276108101825517,1.2603096942173708,0,0,0.0
11,40,1.7866646238872352,1.4112100229139315,0,0,0.0
11,45,1.8352764263397543,1.4108788399481655,0,0,0.0
11,50,1.7523848121784849,1.306039127069459,0,0,0.0
11,55,1.8721101176485315,1.3422572430152722,0,0,0.0
12,0,1.879912046086056,1.2982994410882491,0,0,0.0
12,5,1.6817245250677246,1.105183800202013,0,0,0.0
12,10,1.6502032478830264,1.0316515371732715,0,0,0.0
12,15,1.7511821286533873,1.1865903479214888,0,0,0.0
12,20,1.7837213750708216,1.3097439727151454,0,0,0.0
12,25,1.696561230560123,1.3003091933671158,0,0,0.0
12,30,1.7515175633409517,1.3889517113270191,0,0,0.0
12,35,1.5468427142098768,1.2390274430801045,0,0,0.0
12,40,1.352589936813019,1.0920110879647391,0,0,0.0
12,45,1.385446774827917,1.1929921199994329,0,0,0.0
12,50,1.325542623837722,1.195488716118357,0,0,0.0
12,55,1.456898960026059,1.3845772988301053,0,0,0.0
13,0,1.540998820338029,1.5077691200881649,0,0,0.0
13,5,1.565841064714028,1.4633756127911883,0,0,0.0
13,10,1.7728485440913273,1.5837507149634242,0,0,0.0
13,15,1.7386382564686889,1.4711419960533605,0,0,0.0
13,20,1.6386468188198329,1.3092492944948866,0,0,0.0
13,25,1.5460234728542277,1.190160589566343,0,0,0.0
13,30,1.6259047067858017,1.2129478441301422,0,0,0.0
13,35,1.6240832419324007,1.1600332402811064,0,0,0.0
13,40,1.6805106709602315,1.1665003199637844,0,0,0.0
13,45,1.6444675100229569,1.1151888506092824,0,0,0.0
13,50,1.632380594368405,1.0717056052180178,0,0,0.0
13,55,1.660412132982028,1.0373663860677833,0,0,0.0
14,0,1.6732674817570274,1.0269628731734204,0,0,0.0
14,5,1.7721988353622529,1.0680609844305435,0,0,0.0
14,10,1.904649237309269,1.161891297718061,0,0,0.0
14,15,1.971711353771158,1.203574754675817,0,0,0.0
14,20,1.9824647367540924,1.1599035073109645,0,0,0.0
14,25,1.8309341611215373,1.009270092275789,0,0,0.0
14,30,1.8485129856549447,1.0042017894268542,0,0,0.0
14,35,1.8781262673013543,1.0006910954207953,0,0,0.0
14,40,1.8741839894431385,1.0198963090483106,0,0,0.0
14,45,1.7905011852329722,0.9618239016062121,0,0,0.0
14,50,1.7849315490814728,0.9593006975773012,0,0,0.0
14,55,1.897575231594808,1.0319141790443187,0,0,0.0
15,0,1.897930229470604,1.011867466246192,0,0,0.0
15,5,1.9641645330284865,1.0873454355405192,0,0,0.0
15,10,1.967545800626902,1.1085363577465066,0,0,0.0
15,15,1.936997472137648,1.1353965680171552,0,0,0.0
15,20,2.073502425520313,1.2078129316015185,0,0,0.0
15,25,2.0793628568721005,1.2302996206882937,0,0,0.0
15,30,2.0713926393896025,1.291869914950532,0,0,0.0
15,35,2.1723834600908516,1.3201577080323803,0,0,0.0
15,40,2.1068504597694124,1.2361245913803085,0,0,0.0
15,45,2.0572191589623907,1.1957995277789577,0,0,0.0
15,50,2.0125790920900792,1.2173915195698761,0,0,0.0
15,55,2.106267813150504,1.2673404335702498,0,0,0.0
16,0,2.1856266709611507,1.317109630261045,0,0,0.0
16,5,2.1399305189698565,1.276735171627536,0,0,0.0
16,10,2.116460423307665,1.220413012206199,0,0,0.0
16,15,1.9582336710771469,1.1023021445479668,0,0,0.0
16,20,2.105002604806244,1.210754415768842,0,0,0.0
16,25,2.1187532551304753,1.1107539198023293,0,0,0.0
16,30,1.926685966035352,0.9397798295057446,0,0,0.0
16,35,2.1030943637430326,1.0332765101581562,0,0,0.0
16,40,2.1982491130529502,1.0119954345228053,0,0,0.0
16,45,2.208154359198813,0.9133731132682972,0,0,0.0
16,50,2.0064667879265285,0.7359369336264902,0,0,0.0
16,55,1.989839531900688,0.7701346009016883,0,0,0.0
17,0,2.0737651477998544,0.665448777003672,0,0,0.0
17,5,2.108809074844968,0.5393545205720989,0,0,0.0
17,10,2.131565940872054,0.5025993264394601,0,0,0.0
17,15,2.136241457752512,0.4417308018131332,0,0,0.0
17,20,2.127719263270872,0.4239299980453684,0,0,0.0
17,25,2.4568276128945965,0.5042326506774818,0,0,0.0
17,30,2.0791890478166564,0.31950758178400995,0,0,0.0
17,35,2.1908874636728033,0.2842084458821064,0,0,0.0
17,40,2.4041646098963962,0.2861002890060458,0,0,0.0
17,45,2.4109247981342867,0.2598854993081721,0,0,0.0
17,50,2.2937203565260096,0.2649223970477095,0,0,0.0
17,55,2.1329351290718317,0.11624446758624166,0,0,0.0
18,0,2.5795776907103307,0.13026233981337204,0,0,0.0
18,5,3.065840483129822,0.20218226714805287,0,0,0.0
18,10,3.1033847642761923,0.24855286477551825,0,0,0.0
18,15,3.5884022424743947,0.2476443988641999,0,0,0.0
18,20,3.819822450065263,0.5213657595598904,0,0,0.0
18,25,3.995291324632513,0.2506759323702703,0,0,0.0
18,30,3.36154589429956,0.8924919871797946,0,0,0.0
18,35,3.600377032608163,0.7990213827718629,0,0,0.0
18,40,3.4756768036658214,0.2979620768286681,0,0,0.0
18,45,3.1575085419281317,0.45235947753796296,0,0,0.0
18,50,3.2931772449500074,1.0582844804810292,0,0,0.0
18,55,3.29758669215875,0.9391678298622248,0,0,0.0
19,0,3.5183278655645096,0.4767651824950955,0,0,0.0
19,5,4.112401757372955,0.5331686532532116,1341070.8382866373,299554.75261388434,1030602.2906960555
19,10,4.498389530776478,0.7628252529431877,1533659.0287659846,457693.8286034466,1059289.8626361247
19,15,4.550922153869942,0.6702366380836204,1512396.3460831216,429711.23165142175,1067029.2777590875
19,20,5.047027178896318,0.8402575822268077,1769393.8077642033,622470.4373315122,1124244.6625410225
19,25,4.398236360416501,0.6571031001784782,1480950.329295822,397370.6042083485,1069102.1670909682
19,30,5.041844904159976,0.8139513947572335,1767579.1962906031,613628.4029877634,1131594.2306923345
19,35,5.110859370029592,0.8007415996272552,1795686.1805056254,628416.8541141272,1144373.970381096
19,40,4.546709518172958,1.0540618898264116,1709984.0244054073,602266.8447615231,1085774.557109492
19,45,4.391071881671228,0.8707608169424405,1589230.432120765,488855.8857446737,1082563.8694844241
19,50,5.470731489941758,0.9881988513847976,2093633.4822859557,854681.8444842647,1207812.681268325
19,55,4.698645221746958,0.794310166796419,1635078.069976431,519379.4649377533,1096775.8506975244
20,0,3.90151936484315,0.6233411312724166,0,0,0.0
20,5,4.165121419057536,0.619688243615192,1422323.3983096844,343574.7339242201,1066231.0722841779
20,10,5.0454941140250975,0.6878109603155855,1703441.921181283,551350.9141991481,1132003.4243773604
20,15,4.136179866574136,0.5072051388995058,1364857.335265866,291833.29469989624,1062391.5644729126
20,20,4.233884061783165,0.4569856664886414,1355531.3080127258,283208.732164164,1062004.3218015824
20,25,4.1465892147321135,0.3835888068755269,1305590.1562409168,238535.37645971627,1058364.127502596
20,30,4.203323196950518,0.3220883246591797,1281050.8573928091,216622.46666154964,1056536.1000302737
20,35,4.284882890315783,0.2597311503551625,1256910.1552536984,195222.6129345482,1054574.9208241105
20,40,4.944816897909419,0.22170356527446836,1359137.722490411,274258.11562099314,1074887.4541211654
20,45,4.474787455477081,0.13288840496930865,1200716.1383656822,145782.55158201442,1049622.2343004819
20,50,5.361482535141109,0.08397348452048448,1412654.3703334637,262636.09641884326,1140449.5507186642
20,55,4.508326913045945,0.014183023571728626,1131664.201397197,106925.59642569671,1020842.9430700672
21,0,3.9270965330152285,0.03063502304471588,0,0,0.0
21,5,1.5966211517554751,0.0275057688857584,0,0,0.0
21,10,2.6554748746158943,0.06688964421026243,0,0,0.0
21,15,4.324697156578511,0.13730473887943084,1155934.0837555768,141828.66728846385,1008938.1173904071
21,20,4.182494075360602,0.1546526348620807,1147564.2022658894,141456.25863539765,1000954.212663294
21,25,3.811582854048941,0.1560776283342833,0,0,0.0
21,30,5.064911644276922,0.2215922294317849,1335736.7357480573,294222.35792973347,1030794.8600540885
21,35,5.6001301896407245,0.2546736032622521,1634442.379454025,427452.8419917337,1191415.9815797792
21,40,5.084887658564412,0.2350648295894384,1341609.4168440152,305563.7668625007,1024912.9262482235
21,45,3.1580197237345224,0.1456379533775578,0,0,0.0
21,50,1.8054454424107889,0.08172005565737572,0,0,0.0
21,55,3.3662104586602277,0.14747399311676326,0,0,0.0
22,0,1.8424941432174229,0.07732410542522505,0,0,0.0
22,5,2.4211992215962126,0.0967953348188324,0,0,0.0
22,10,2.5646682654633803,0.09773876598079913,0,0,0.0
22,15,2.8503454608543493,0.10445419643671784,0,0,0.0
22,20,4.3474472527327634,0.15601043377946766,1117586.362093769,151376.80269000572,960694.3893910337
22,25,4.413196372187262,0.15945518567768244,1128370.4095520563,158089.73998273292,964520.9244975606
22,30,4.018609369472334,0.15143664205012966,1095821.3403652427,137370.08108552638,953446.4016107338
22,35,4.007882029990402,0.1636345804641215,1103368.2079585548,141315.85666605236,956903.7356449396
22,40,3.9624742107571502,0.181577205851307,0,0,0.0
22,45,3.52961483031331,0.18669750089261794,0,0,0.0
22,50,3.52021826617153,0.21901014935786445,0,0,0.0
22,55,3.828850040163152,0.2829724916983456,0,0,0.0
23,0,3.845704019705016,0.3385157823288936,0,0,0.0
23,5,4.254890508818476,0.44491630441827024,1268082.6427126576,286990.5886115884,970636.0142051312
23,10,3.884474225183632,0.4795704984808857,0,0,0.0
23,15,4.734020136136435,0.6843842800914977,1497865.8550313252,467169.6269265134,1013675.6551273298
23,20,3.286565553828526,0.5511581120053859,0,0,0.0
23,25,3.411000935852538,0.6570063690319323,0,0,0.0
23,30,4.109129326843393,0.8999903473731229,1423343.551234894,434696.8095814897,972809.263478214
23,35,3.134489583730674,0.7729848957159335,0,0,0.0
23,40,3.420151795382476,0.9406290423708203,0,0,0.0
23,45,5.390630319517827,1.6383585710985555,2144301.72389708,1023208.2650760167,1083814.5135662837
23,50,4.271873706769076,1.6889008385758504,1812161.5438675762,767141.2482427495,1017070.7397308465
23,55,4.405203622585686,0.9729107051785963,1576692.154545908,518932.01589777914,1038853.6863921277
24,0,5.165184665204119,1.1572320236377942,1917010.1298472295,787310.1585552981,1101015.5936328687
