HRS,MIN,WND_MEAN,WND_STD,PWR_MEAN,PWR_STD
99,55,5.60499676,0.98058471,18.71844314,7.043660031
100,0,5.663208779,1.023685048,19.16890346,7.478252221
100,5,5.773911295,1.081765322,19.98372935,8.214818134
100,10,6.111085607,1.189397468,22.6005032,10.28393448
100,15,6.401550884,1.29596287,25.42298736,12.28560314
100,20,6.199201547,1.305876486,23.74263048,11.31562704
100,25,6.05965376,1.327643311,22.77906181,10.74571773
100,30,5.734301862,1.305193878,20.62869767,9.159302073
100,35,5.649937538,1.333551183,20.28033716,8.942640368
100,40,5.611730817,1.370208958,20.21971807,8.959782954
100,45,5.395082862,1.358696578,19.15771366,8.067816296
100,50,5.574474178,1.442907557,20.29966906,9.147726404
100,55,5.945850713,1.575422707,22.96366667,11.41609422
101,0,5.595304922,1.510571348,20.65436893,9.546032108
101,5,5.468183556,1.496549693,19.9780227,8.968900112
101,10,5.141716342,1.419778362,18.36406665,7.459613307
101,15,4.979993198,1.381460324,17.69113722,6.799532935
101,20,4.920149263,1.365843559,17.45640325,6.56454475
101,25,5.217407064,1.444392401,18.72889371,7.817800242
101,30,4.924385377,1.355410462,17.43678346,6.534640219
101,35,5.115145637,1.396200159,18.19147042,7.274098948
101,40,5.27166421,1.424024165,18.87253131,7.91687762
101,45,4.927203047,1.315275563,17.32017175,6.38153141
101,50,4.885831013,1.287838859,17.1132231,6.160076811
101,55,4.718590619,1.22809809,16.48229786,5.515313905
102,0,4.649025879,1.195741167,16.21792506,5.241004185
102,5,4.416394024,1.124171223,15.51250948,4.539939077
102,10,4.520226336,1.139892075,15.76896252,4.782735319
102,15,4.422503849,1.105159731,15.47172962,4.488652049
102,20,4.628139828,1.145414689,16.02290708,5.016363191
102,25,4.819458977,1.179505596,16.59687981,5.569432609
102,30,4.654265056,1.123587443,16.01933406,4.992487259
102,35,4.60145043,1.091754744,15.80670575,4.77363547
102,40,4.221774497,0.979619353,14.76169639,3.789072474
102,45,4.222022169,0.951906051,14.68524093,3.708413282
102,50,4.32531931,0.939560385,14.8259759,3.815047452
102,55,4.523400695,0.936231561,15.18703739,4.107769747
103,0,4.548586506,0.883841932,15.08052026,3.977230068
103,5,4.195838163,0.750513115,14.05667833,3.099681069
103,10,4.187215083,0.673014563,13.79890245,2.869753202
103,15,4.332364474,0.606966783,13.80173687,2.833822871
103,20,4.144504079,0.485851325,13.07804735,2.267892738
103,25,4.123645917,0.381124538,12.62427241,1.89028848
103,30,4.256810203,0.281339479,12.3243241,1.611070701
103,35,4.247871508,0.164606631,11.70026917,0.99986593
103,40,4.052123986,0.04483507,10.96583119,0.277664313
103,45,3.583386053,0.057825595,0,0
103,50,3.442827899,0.144089818,0,0
103,55,3.320407069,0.215536056,0,0
104,0,2.958275306,0.248552514,0,0
104,5,2.828363653,0.277419757,0,0
104,10,2.698122549,0.289217572,0,0
104,15,2.966913516,0.331919071,0,0
104,20,3.113680809,0.351236483,0,0
104,25,3.33217678,0.36904783,0,0
104,30,3.354094446,0.357328142,0,0
104,35,3.468694762,0.350258464,0,0
104,40,3.2752355,0.310787946,0,0
104,45,3.279814799,0.292089936,0,0
104,50,3.366098936,0.283519562,0,0
104,55,3.281347752,0.266223148,0,0
105,0,3.15753249,0.25416401,0,0
105,5,3.361212422,0.278603897,0,0
105,10,3.367520423,0.297118397,0,0
105,15,3.164275429,0.304735751,0,0
105,20,2.897617414,0.309815642,0,0
105,25,2.794980165,0.335128557,0,0
105,30,2.774301642,0.37476936,0,0
105,35,2.770657324,0.421962187,0,0
105,40,3.069539197,0.525973183,0,0
105,45,3.053234856,0.58636506,0,0
105,50,2.978738097,0.637872656,0,0
105,55,2.863573348,0.679680304,0,0
106,0,2.760114457,0.721340472,0,0
106,5,2.644355142,0.755699839,0,0
106,10,2.554354865,0.793267909,0,0
106,15,2.506254865,0.841172367,0,0
106,20,2.649640349,0.956376515,0,0
106,25,2.730993485,1.055365033,0,0
106,30,2.594672506,1.069104175,0,0
106,35,2.534122313,1.109083478,0,0
106,40,2.474857461,1.146402424,0,0
106,45,2.534542147,1.238456516,0,0
106,50,2.472105474,1.270198011,0,0
106,55,2.364096019,1.273513201,0,0
107,0,2.387137668,1.344449317,0,0
107,5,2.091724285,1.228447733,0,0
107,10,2.243226348,1.369977946,0,0
107,15,2.09783018,1.328316793,0,0
107,20,2.029487132,1.327979513,0,0
107,25,2.261673622,1.5238974,0,0
107,30,2.226153565,1.538521112,0,0
107,35,1.982208784,1.399199537,0,0
107,40,2.14523651,1.539658421,0,0
107,45,2.162899471,1.570941544,0,0
107,50,2.093791498,1.531669887,0,0
107,55,2.081932652,1.526815623,0,0
108,0,1.988424313,1.455479366,0,0
108,5,2.216185921,1.612717962,0,0
108,10,2.215783468,1.597936382,0,0
108,15,1.906292415,1.359141698,0,0
108,20,2.076569829,1.461197123,0,0
108,25,1.755038461,1.217328939,0,0
108,30,1.906301779,1.30235299,0,0
108,35,1.933008666,1.300155869,0,0
108,40,2.047995302,1.355978822,0,0
108,45,2.164203928,1.410702807,0,0
108,50,2.228677336,1.430711307,0,0
108,55,2.13358288,1.349683588,0,0
109,0,2.067403943,1.289753024,0,0
109,5,2.069206884,1.274236035,0,0
109,10,2.137186655,1.300278789,0,0
109,15,2.26761588,1.364122443,0,0
109,20,2.29684821,1.367129433,0,0
109,25,2.2470006,1.324167077,0,0
109,30,2.160288059,1.261102465,0,0
109,35,1.990223873,1.151454772,0,0
109,40,2.123269766,1.217965446,0,0
109,45,2.174563037,1.237190413,0,0
109,50,2.237793204,1.263102754,0,0
109,55,2.340867583,1.311097441,0,0
110,0,2.635335866,1.464800419,0,0
110,5,2.683555667,1.480252208,0,0
110,10,2.401170286,1.314261736,0,0
110,15,2.437893012,1.32375929,0,0
110,20,2.388996594,1.286458767,0,0
110,25,2.499837104,1.334374282,0,0
110,30,2.436956049,1.288695177,0,0
110,35,2.284418971,1.195970979,0,0
110,40,2.455917987,1.271939862,0,0
110,45,2.331594812,1.193560154,0,0
110,50,2.727746359,1.378909364,0,0
110,55,2.84566362,1.419173141,0,0
111,0,2.307367515,1.134101694,0,0
111,5,2.428898988,1.175385464,0,0
111,10,2.185557076,1.040185887,0,0
111,15,2.310526599,1.080362389,0,0
111,20,2.23755412,1.026743815,0,0
111,25,1.985062528,0.892895792,0,0
111,30,2.507401234,1.104288874,0,0
111,35,2.411621876,1.03867393,0,0
111,40,2.456825504,1.033515687,0,0
111,45,2.570466335,1.054798412,0,0
111,50,2.423408046,0.968765698,0,0
111,55,2.841884562,1.105167218,0,0
112,0,2.908516665,1.098723793,0,0
112,5,2.070347945,0.758571649,0,0
112,10,2.204563951,0.7822636,0,0
112,15,2.789055826,0.956992146,0,0
112,20,3.262136984,1.080727149,0,0
112,25,2.121650033,0.677620137,0,0
112,30,3.066333958,0.942662255,0,0
112,35,3.153637034,0.931713044,0,0
112,40,2.76668299,0.784244662,0,0
112,45,2.654873677,0.72080292,0,0
112,50,2.640499454,0.685425118,0,0
112,55,2.703982052,0.669808476,0,0
113,0,2.497482221,0.589156829,0,0
113,5,2.592543737,0.581118916,0,0
113,10,2.943902325,0.625460478,0,0
113,15,2.913859003,0.585168522,0,0
113,20,3.158350312,0.597645712,0,0
113,25,2.906056824,0.516281275,0,0
113,30,3.418899061,0.567845507,0,0
113,35,3.099102184,0.478810947,0,0
113,40,3.527694011,0.503946532,0,0
113,45,3.229097834,0.423390149,0,0
113,50,2.744622226,0.327289278,0,0
113,55,3.288403831,0.352519391,0,0
114,0,3.685105541,0.352519391,0,0
114,5,3.787474578,0.352519391,0,0
114,10,3.070123537,0.352519391,0,0
114,15,3.165421051,0.352519391,0,0
114,20,3.130080701,0.352519391,0,0
114,25,3.953919002,0.352519391,0,0
114,30,3.553583482,0.352519391,0,0
114,35,3.662643769,0.352519391,0,0
114,40,3.743364734,0.352519391,0,0
114,45,3.663751909,0.352519391,0,0
114,50,4.020447028,0.352519391,12.38229478,1.689562347
114,55,3.624151477,0.352519391,0,0
115,0,3.421925042,0.352519391,0,0
115,5,3.857886424,0.352519391,0,0
115,10,2.55943223,0.352519391,0,0
115,15,3.214770663,0.352519391,0,0
115,20,3.507804435,0.352519391,0,0
115,25,2.988468062,0.352519391,0,0
115,30,3.368831436,0.352519391,0,0
115,35,3.896535677,0.352519391,0,0
115,40,4.314309697,0.352519391,12.74871578,1.967335991
115,45,3.384195612,0.352519391,0,0
115,50,3.200335865,0.352519391,0,0
115,55,4.206233975,0.352519391,12.60161675,1.860044714
116,0,3.511747582,0.352519391,0,0
116,5,3.267393548,0.352519391,0,0
116,10,3.02311454,0.352519391,0,0
116,15,3.130894504,0.352519391,0,0
116,20,3.737876636,0.352519391,0,0
116,25,3.824023164,0.352519391,0,0
116,30,3.977876775,0.352519391,0,0
116,35,4.462644077,0.352519391,12.97741681,2.124539158
116,40,3.748079,0.352519391,0,0
116,45,3.002371187,0.352519391,0,0
116,50,2.957082118,0.352519391,0,0
116,55,3.218654032,0.352519391,0,0
117,0,3.398859645,0.352519391,0,0
117,5,3.33776943,0.352519391,0,0
117,10,3.680857718,0.352519391,0,0
117,15,3.880404911,0.352519391,0,0
117,20,3.444996731,0.352519391,0,0
117,25,3.236887841,0.352519391,0,0
117,30,3.454848644,0.352519391,0,0
117,35,3.41855822,0.352519391,0,0
117,40,3.424646535,0.352519391,0,0
117,45,3.559923284,0.352519391,0,0
117,50,3.770812201,0.352519391,0,0
117,55,4.465504797,0.352519391,12.98215672,2.127685606
118,0,3.449778459,0.352519391,0,0
118,5,3.208715106,0.352519391,0,0
118,10,3.176130859,0.352519391,0,0
118,15,2.720686818,0.352519391,0,0
118,20,3.172026922,0.352519391,0,0
118,25,3.218990417,0.352519391,0,0
118,30,4.012213657,0.352519391,12.37346504,1.682408544
118,35,4.151899699,0.352519391,12.53331202,1.808376545
118,40,3.257969196,0.352519391,0,0
118,45,2.994471084,0.352519391,0,0
118,50,3.421351744,0.352519391,0,0
118,55,3.339778862,0.352519391,0,0
119,0,3.213488265,0.352519391,0,0
119,5,3.782361798,0.352519391,0,0
119,10,4.332886858,0.352519391,12.7755937,1.98638948
119,15,3.992972928,0.352519391,0,0
119,20,4.078502765,0.352519391,12.44660946,1.740964778
119,25,4.08297609,0.352519391,12.45171786,1.744995487
119,30,4.142054509,0.352519391,12.52131826,1.799175671
119,35,4.112707656,0.352519391,12.48624304,1.772041383
119,40,4.086597848,0.352519391,12.45587016,1.74826626
119,45,3.79667117,0.352519391,0,0
119,50,3.248605519,0.352519391,0,0
119,55,3.350074181,0.352519391,0,0
120,0,9.519773696,0.668123159,76.64166896,18.38157804
120,5,8.480455032,0.637938428,54.24722529,15.46526485
120,10,7.190615456,0.576987659,32.93074226,11.04560384
120,15,7.784638512,0.662760564,42.38104927,13.27913361
120,20,7.805539982,0.701325313,42.78034513,13.76795999
120,25,8.063020393,0.760683606,47.1692061,15.25506637
120,30,8.413538486,0.829500024,53.57819518,17.35178722
120,35,8.780993171,0.900763439,60.91425001,19.42543435
120,40,8.653568062,0.919890711,58.41618939,19.16873209
120,45,7.503061816,0.823432762,38.10684742,14.11756268
120,50,6.750008339,0.762129899,27.15367016,10.9006284
120,55,6.748672336,0.781372583,27.19734176,11.02211665
121,0,7.723375532,0.914152724,41.78714041,15.65801935
121,5,8.707918457,1.050547035,59.78808113,20.5130773
121,10,7.599031351,0.931781145,39.80580091,15.38668717
121,15,8.080100492,1.004215107,47.98630814,17.7950534
121,20,8.217305673,1.032326481,50.4804416,18.5798303
121,25,7.882167262,0.998268905,44.57503393,16.99524502
121,30,7.519478243,0.957512066,38.58826326,15.32269727
121,35,7.1937546,0.918547895,33.56926711,13.81392659
121,40,8.933991057,1.140780167,64.48710807,21.8272241
121,45,9.224387286,1.174631027,70.46977647,22.46230071
121,50,7.073669789,0.895737696,31.8018939,13.17667533
121,55,7.907549473,0.992825291,44.99355487,17.04013749
122,0,9.397355425,1.166280695,74.02863722,22.41785915
122,5,7.575266564,0.926515904,39.41733353,15.25871512
122,10,6.529224097,0.7852413,24.70171664,10.02254516
122,15,6.972345033,0.823534491,30.22130473,12.26627894
122,20,7.049496316,0.817673623,31.27674071,12.53160278
122,25,6.865141236,0.782828757,28.67925561,11.5417211
122,30,7.054926326,0.792731243,31.29664313,12.37248856
122,35,6.616360608,0.735255897,25.48012463,10.11214154
122,40,6.114286583,0.675215585,20.54114984,7.396537607
122,45,6.044890635,0.667283055,20.01026115,7.052076593
122,50,6.352786552,0.705684212,22.64971907,8.674988525
122,55,6.265317936,0.705392154,21.86864566,8.264728844
123,0,6.134438834,0.070604328,19.34086411,2.54889521
123,5,6.286488212,0.101923096,20.73432214,3.199102971
123,10,6.143533284,0.124046628,19.33993388,3.262941743
123,15,6.037722786,0.140998649,18.44234121,3.25813355
123,20,5.717740814,0.146355153,16.1876178,2.801734887
123,25,5.926340374,0.158938187,17.61136436,3.231221517
123,30,5.387671081,0.145042654,14.3370147,2.379043877
123,35,5.23299419,0.135109419,13.55581454,2.101363937
123,40,5.12639996,0.120213481,12.99910888,1.832532968
123,45,5.196586089,0.10281444,13.10676594,1.824427849
123,50,4.90230839,0.07272393,11.84984083,1.02102318
123,55,4.665423017,0.040381291,11.21714398,0.473962563
124,0,5.090224732,0.040381291,11.9266522,0.954264927
124,5,5.378890466,0.037057547,13.44063742,1.463495438
124,10,5.270876597,0.08302434,13.25021068,1.793989195
124,15,5.188878442,0.129146881,13.32282172,1.99536846
124,20,4.966457014,0.168750286,12.91147842,1.893074883
124,25,4.704009025,0.200970532,12.53963741,1.710396658
124,30,4.291749376,0.218314028,12.03498839,1.337041146
124,35,5.066413949,0.294866853,14.02602677,2.655180823
124,40,5.208479203,0.336214841,14.68242553,3.04387304
124,45,4.95422337,0.345782649,13.9783257,2.706671869
124,50,4.89668129,0.361569814,13.90969195,2.689912492
124,55,5.238197724,0.401310511,15.07599457,3.366642958
125,0,5.094263574,0.397592163,14.61167847,3.11660665
125,5,5.234533811,0.408947387,15.09683035,3.39224181
125,10,5.180993826,0.399080383,14.88156176,3.261203267
125,15,5.187902095,0.388862013,14.85821374,3.23062293
125,20,5.214010726,0.375837356,14.88412242,3.219520272
125,25,5.774335438,0.395950289,17.33712386,4.489264992
125,30,5.393995469,0.348370251,15.4039881,3.410549971
125,35,5.125068651,0.309028824,14.27941184,2.801064107
125,40,4.943509365,0.276324506,13.57660894,2.402721944
125,45,4.465495636,0.230362955,12.32622809,1.581876334
125,50,4.630539889,0.220394495,12.53190534,1.723662212
125,55,5.172780827,0.228476478,13.98398599,2.51056593
126,0,5.240089792,0.217863503,14.16189256,2.55827889
126,5,5.254144508,0.210360191,14.16956742,2.542027435
126,10,5.672885218,0.223996435,16.17806115,3.269378176
126,15,5.785676942,0.230098135,16.84549986,3.516222724
126,20,5.998169254,0.244246494,18.27706814,4.080820212
126,25,6.172502666,0.260104214,19.66268896,4.673788959
126,30,5.686262452,0.249082493,16.3409571,3.444587436
126,35,5.839544535,0.265488279,17.27716696,3.861340135
126,40,5.619387485,0.263199705,16.04432251,3.400439655
126,45,5.168624704,0.246115948,14.0753862,2.58725667
126,50,5.338656838,0.253400117,14.74063228,2.877592362
126,55,5.641559872,0.2595948,16.14351638,3.421511786
127,0,5.803099932,0.248765719,17.00621988,3.673747066
127,5,5.534111569,0.208656813,15.39169223,2.951649097
127,10,5.242978311,0.160628889,13.79449886,2.265243547
127,15,5.366390974,0.117573847,14.04488524,2.180952737
127,20,5.063161076,0.059673997,12.0987861,1.151058371
127,25,4.906146808,0.059673997,11.71767418,0.888956869
127,30,5.068142978,0.057978757,12.09253691,1.140179528
127,35,5.198014432,0.123963853,13.31395428,1.976057293
127,40,5.29936686,0.192132162,14.23708465,2.51582774
127,45,4.979343443,0.240042908,13.45383636,2.28737553
127,50,5.091239992,0.301433324,14.13570833,2.719088397
127,55,5.030194364,0.345643985,14.18388246,2.813620762
128,0,4.902854972,0.373419243,13.98237569,2.744226021
128,5,4.831573925,0.391906429,13.89808748,2.718609817
128,10,4.794142634,0.401229641,13.85545064,2.704170185
128,15,4.715426123,0.397045976,13.66445045,2.588269149
128,20,4.439802765,0.368398499,13.01592347,2.160603562
128,25,4.936356918,0.396719851,14.17608731,2.879921404
128,30,4.950610448,0.379867985,14.13431956,2.835318285
128,35,5.170011323,0.374449028,14.73669837,3.14241257
128,40,5.31909786,0.360649902,15.17741269,3.332519337
128,45,4.97695184,0.314522268,13.8779379,2.611338683
128,50,5.141046742,0.302955039,14.29815692,2.798916194
128,55,4.958361707,0.274245079,13.6041716,2.413998531
129,0,4.895905297,0.257686752,13.34224531,2.254261982
129,5,5.022486241,0.256702279,13.67945641,2.425090642
129,10,4.994581356,0.253052007,13.57755056,2.369204726
129,15,4.967791085,0.254159308,13.50988038,2.336872894
129,20,4.726698911,0.248040961,12.89338377,1.985487909
129,25,4.655446352,0.253726243,12.78614263,1.923223355
129,30,4.636522944,0.264917366,12.81693214,1.95300377
129,35,4.573376934,0.275773859,12.76440908,1.927532925
129,40,4.68938682,0.299730434,13.11912292,2.173034982
129,45,4.820516552,0.32745072,13.55398542,2.453814496
129,50,4.870270281,0.352069262,13.79798844,2.617253118
129,55,4.929656819,0.379424484,14.0784048,2.8043051
130,0,4.820773553,0.395041124,13.88761876,2.716070233
130,5,4.538987789,0.39585631,13.31441272,2.373112263
130,10,4.507888776,0.418059674,13.35898564,2.417593032
130,15,4.628620932,0.455877914,13.74841148,2.691203302
130,20,4.575084119,0.477773252,13.73655873,2.701529118
130,25,4.620963554,0.510684324,13.95770943,2.868033336
130,30,4.751143846,0.554479415,14.39730294,3.187382874
130,35,4.931368781,0.606323642,15.01311794,3.644565058
130,40,4.826433948,0.623612985,14.82206765,3.537403134
130,45,4.69407218,0.635641416,14.57191242,3.380582031
130,50,4.726606972,0.668838501,14.75742326,3.539974772
130,55,4.865288352,0.717177546,15.24155938,3.934407341
131,0,5.193352748,0.794751179,16.42437382,4.920300914
131,5,4.680374371,0.740893012,14.90119638,3.711887912
131,10,4.444150804,0.72519804,14.38859204,3.325931963
131,15,4.458638428,0.747561512,14.48652012,3.413788066
131,20,4.553669714,0.78202464,14.77556299,3.655364964
131,25,4.461244628,0.782357627,14.60113601,3.524909338
131,30,4.449647856,0.794468475,14.61757039,3.546403122
131,35,4.321274589,0.783278593,14.35823643,3.343692033
131,40,4.271445455,0.783855068,14.27783633,3.283851842
131,45,4.363982287,0.80866842,14.5085409,3.474123963
131,50,4.343184918,0.810731485,14.47896206,3.45306107
131,55,4.202117724,0.788451754,14.18167098,3.21447991
132,0,4.299906809,0.809430619,14.40199723,3.39372552
132,5,4.382657032,0.826360239,14.59482289,3.55239876
132,10,4.390117149,0.827949064,14.61281933,3.567350047
132,15,4.329845992,0.815723556,14.47129189,3.450587034
132,20,4.199136179,0.789352322,14.17974796,3.213557055
132,25,4.229817243,0.792518974,14.23734184,3.258735409
132,30,4.232558332,0.789652922,14.23304856,3.253790342
132,35,4.27047624,0.792588985,14.30276682,3.308010546
132,40,4.403055505,0.812227571,14.58807286,3.537124471
132,45,4.476111203,0.819984953,14.74536467,3.663091299
132,50,4.589460438,0.834238496,15.01082678,3.879502009
132,55,4.39527291,0.792116205,14.5126083,3.465598648
133,0,4.254941802,0.759672393,14.17725212,3.194135847
133,5,4.201997917,0.742651822,14.04187598,3.084324755
133,10,4.18829153,0.732303229,13.98887084,3.039623727
133,15,4.497085449,0.777527132,14.65266845,3.559732008
133,20,4.894111055,0.836523727,15.71151038,4.42788463
133,25,4.78912171,0.809209702,15.36652385,4.129605104
133,30,4.926805409,0.823096921,15.75137745,4.442705288
133,35,4.815970799,0.795859266,15.38621814,4.130175208
133,40,4.513602085,0.738318579,14.55876657,3.459544627
133,45,4.149088043,0.672456714,13.74095909,2.827943288
133,50,4.312896612,0.693461899,14.06131837,3.069179793
133,55,4.298314462,0.686714088,14.01573117,3.032454699
134,0,4.595714724,0.730921108,14.69408279,3.551930933
134,5,4.830605266,0.766392195,15.32383422,4.050527115
134,10,4.652529886,0.737591566,14.83177795,3.658090249
134,15,4.624323261,0.73347963,14.76017556,3.60220746
134,20,4.32637484,0.68706702,14.06253335,3.066038057
134,25,4.315633503,0.686373959,14.04269288,3.051468008
134,30,4.356891667,0.693784295,14.13515533,3.12212851
134,35,3.723340634,0.593180101,0,0
134,40,4.549188524,0.724191096,14.58075135,3.464174717
134,45,4.426053736,0.702820546,14.28370513,3.234388487
134,50,5.30099492,0.837755593,16.93911291,5.387557881
134,55,5.41986816,0.850116992,17.42813766,5.7872551
135,0,5.115474309,0.793719575,16.17924047,4.732049467
135,5,4.780337598,0.730982613,15.08837443,3.838591521
135,10,4.29574194,0.645061808,13.87365907,2.906824344
135,15,4.375712334,0.64314129,13.9980209,2.992447723
135,20,3.835204444,0.550110716,0,0
135,25,3.607139198,0.503579114,0,0
135,30,5.278228906,0.715497772,16.42182738,4.784396973
135,35,5.216859582,0.685259436,16.11026564,4.509633029
135,40,4.738330534,0.60208061,14.54630732,3.331231116
135,45,4.394697051,0.539457891,13.65927966,2.695047575
135,50,4.732244643,0.560638929,14.37968097,3.182094223
135,55,4.931324292,0.56356474,14.85372983,3.488462909
136,0,4.90753161,0.540992594,14.70822586,3.369245872
136,5,3.911920743,0.416109864,0,0
136,10,3.716868792,0.381518847,0,0
136,15,5.158457988,0.510756452,15.27551473,3.673201141
136,20,6.126471944,0.584623056,20.28026534,6.87229016
136,25,3.983146043,0.365795295,0,0
136,30,5.084701533,0.448466913,14.80501594,3.301475731
136,35,5.537673569,0.467790939,16.47007051,4.27080927
136,40,5.049240187,0.407076773,14.52517325,3.084802706
136,45,4.366819156,0.334515242,12.73911265,1.950246243
136,50,4.443859128,0.321680942,12.79368141,1.9802329
136,55,4.772416702,0.32424742,13.4280036,2.378986788
137,0,3.81839013,0.241469302,0,0
137,5,4.19893088,0.244597541,12.07178467,1.382830771
137,10,4.870266658,0.257936616,13.27984759,2.22076339
137,15,5.661672608,0.268063426,16.27964762,3.507755548
137,20,5.257822337,0.217636713,14.22763696,2.583309376
137,25,5.535482992,0.194217904,15.33381565,2.870839534
137,30,4.95744769,0.140869073,12.65217832,1.69936151
137,35,4.765851089,0.101864449,11.88034386,1.100473916
137,40,4.980716558,0.069504423,11.98978281,1.113622241
137,45,5.446819468,0.033522551,13.9596548,1.457872809
137,50,5.801355135,0.011769151,16.53655008,0.851263216
137,55,6.762091569,0.071646263,26.21174448,3.403774784
138,0,6.574851898,0.071646263,23.88850688,2.982546619
138,5,4.657373246,0.071646263,11.48153876,0.721568032
138,10,4.191784397,0.071646263,11.16921881,0.454704191
138,15,3.372541533,0.071646263,0,0
138,20,4.589529375,0.071646263,11.41579962,0.665520373
138,25,7.119088213,0.071646263,31.07583175,3.354400325
138,30,5.125624025,0.071646263,12.46506253,1.411246398
138,35,5.304032239,0.071646263,13.30862526,1.74983531
138,40,5.244517996,0.071646263,12.98976628,1.6455179
138,45,5.884806535,0.071646263,17.21438059,2.182920752
138,50,6.569060925,0.071646263,23.82383481,2.971911654
138,55,5.447576894,0.071646263,14.20062973,1.922686164
139,0,5.307684789,0.071646263,13.32933816,1.755730156
139,5,4.770803409,0.071646263,11.6185876,0.836238154
139,10,5.412968545,0.071646263,13.97357354,1.892732483
139,15,5.904144435,0.071646263,17.36025239,2.209912118
139,20,5.774835969,0.071646263,16.42602018,2.0630157
139,25,4.097980271,0.071646263,11.13178228,0.42293058
139,30,5.129090319,0.071646263,12.47824324,1.418194123
139,35,5.840180885,0.071646263,16.88707867,2.126853056
139,40,5.64760323,0.071646263,15.55733897,1.998644814
139,45,4.519025654,0.071646263,11.35721939,0.615323094
139,50,4.071428136,0.071646263,11.1220957,0.414711891
139,55,4.981740049,0.071646263,12.01687935,1.138686243
140,0,4.931610017,0.071646263,11.89957439,1.055282313
140,5,5.175190354,0.071646263,12.66543341,1.510710153
140,10,4.764689602,0.071646263,11.61015033,0.82929502
140,15,4.8396442,0.071646263,11.72374444,0.921147168
140,20,5.08379682,0.071646263,12.31546318,1.328230044
140,25,5.498004805,0.071646263,14.53908191,1.953864808
140,30,4.762293549,0.071646263,11.60688035,0.826599374
140,35,6.369570083,0.071646263,21.71061756,2.763961324
140,40,5.753411392,0.071646263,16.27811339,2.04705429
140,45,6.398441367,0.071646263,22.0096358,2.780882979
140,50,5.507252457,0.071646263,14.60176987,1.958190238
140,55,6.723449711,0.071646263,25.69142562,3.31964977
141,0,5.348480425,0.071646263,13.56884747,1.81671685
141,5,2.998660226,0.071646263,0,0
141,10,5.074928724,0.071646263,12.28591805,1.310911982
141,15,5.126433125,0.071646263,12.4681282,1.412867559
141,20,4.776453827,0.071646263,11.62650683,0.842738669
141,25,4.620663275,0.071646263,11.44469941,0.690212835
141,30,4.417796709,0.071646263,11.28667306,0.554849188
141,35,5.537975459,0.071646263,14.81076052,1.970097146
141,40,5.866149771,0.071646263,17.07606044,2.158354798
141,45,5.482482659,0.071646263,14.43420705,1.94570242
141,50,5.618587734,0.071646263,15.36012387,1.991175984
141,55,6.013370536,0.071646263,18.24055337,2.380900761
142,0,5.607774578,0.071646263,15.28654004,1.988613272
142,5,4.848391741,0.071646263,11.73857664,0.932860053
142,10,4.370388004,0.071646263,11.25806168,0.530376598
142,15,3.423640366,0.071646263,0,0
142,20,5.322335365,0.071646263,13.41366277,1.778685018
142,25,5.973059714,0.071646263,17.90372846,2.315554003
142,30,5.266989807,0.071646263,13.10592034,1.686564166
142,35,5.973484646,0.071646263,17.90720343,2.316236456
142,40,5.419830948,0.071646263,14.01814949,1.899267079
142,45,5.405963967,0.071646263,13.92833217,1.885753326
142,50,5.617799611,0.071646263,15.35476241,1.990986961
142,55,4.963369423,0.071646263,11.97189605,1.107297782
143,0,4.994002625,0.071646263,12.0482734,1.160150963
143,5,6.250598252,0.071646263,20.48839098,2.688897261
143,10,5.695055874,0.071646263,15.87960852,2.01499913
143,15,4.113537822,0.071646263,11.1376339,0.4278954
143,20,4.925820493,0.071646263,11.88709255,1.046113661
143,25,5.377843976,0.071646263,13.74964304,1.854579255
143,30,4.849220171,0.071646263,11.74000007,0.933980478
143,35,4.066028342,0.071646263,11.12017059,0.413078415
143,40,5.939123536,0.071646263,17.63123851,2.262038691
143,45,5.125478668,0.071646263,12.46451248,1.410955191
143,50,5.195194572,0.071646263,12.7536953,1.550483106
143,55,5.95818623,0.071646263,17.78309012,2.291832562
144,0,8.238727211,0.729461829,50.13485552,15.55736761
144,5,7.967826622,0.75481775,45.5499678,14.86159498
144,10,7.022223599,0.701466233,30.63293172,11.57380492
144,15,8.935234591,0.929744187,64.14294997,20.14002853
144,20,10.46431781,1.122367301,94.12077857,18.11198059
144,25,8.250037819,0.903738407,50.77879598,17.47359645
144,30,7.2907681,0.808983575,34.79734846,13.32430121
144,35,7.237093575,0.807330132,33.98560174,13.13251658
144,40,7.814180738,0.870332349,43.20547185,15.55096321
144,45,8.766770413,0.968614987,60.78368089,19.9934483
144,50,8.184721825,0.891627319,49.58434921,17.09993949
144,55,8.466409181,0.904149463,54.76629426,18.31857218
145,0,8.23583051,0.857474179,50.41284537,16.94544115
145,5,9.653670947,0.97475911,79.42374064,20.85074712
145,10,8.540225198,0.832124547,55.97972472,17.88000142
145,15,8.568518502,0.801809035,56.43978481,17.67595458
145,20,9.65282543,0.863611641,79.49653773,20.0200229
145,25,9.986304812,0.850668029,86.46066896,18.95260229
145,30,8.460595503,0.683607025,54.02473638,15.92595371
145,35,7.450323139,0.569103201,36.97007627,11.517153
145,40,7.452517315,0.536700209,36.97513403,11.17255295
145,45,7.716163843,0.522799892,41.08964217,11.46623097
145,50,7.576675796,0.482338762,38.86741906,10.73863129
145,55,8.164930007,0.488197853,48.15350651,12.22966453
