HRS,MIN,WND_MEAN,WND_STD,PWR_MEAN,PWR_STD
14,10,5.204154347,0.518895961,15.44842165,3.790799368
14,15,4.682890107,0.450395069,13.83419462,2.739127533
14,20,4.54376382,0.420406099,13.43379971,2.466804234
14,25,4.507307757,0.4001084,13.27740532,2.352638725
14,30,3.851009782,0.327103568,0,0
14,35,4.769864052,0.386652186,13.73333354,2.618515521
14,40,5.428870968,0.418884986,15.83444444,3.799877545
14,45,5.569890596,0.40802604,16.37824457,4.050747728
14,50,5.873082295,0.407449408,17.93853906,4.834452221
14,55,5.834721593,0.382419569,17.62711886,4.574076607
15,0,5.462985935,0.337487678,15.63440391,3.486983272
15,5,5.065787426,0.294310286,14.02114852,2.651900127
15,10,4.889194344,0.266451105,13.3783586,2.284994399
15,15,4.866960783,0.248055833,13.21051057,2.170291683
15,20,4.804342067,0.228182895,12.93482171,1.989088484
15,25,4.817965435,0.212333732,12.8591375,1.925447753
15,30,5.04414865,0.205224374,13.41187098,2.20912893
15,35,5.301204714,0.197886391,14.27994073,2.54813071
15,40,5.913724167,0.201010842,17.59521585,3.559429415
15,45,6.073317878,0.186222295,18.7558143,3.767817104
15,50,5.497739765,0.150280332,14.92981011,2.552136525
15,55,5.283981604,0.126812639,13.71326777,2.125924589
16,0,5.733551615,0.118382491,16.2189605,2.574522405
16,5,6.144303218,0.106130219,19.36692485,3.048478756
16,10,5.57004043,0.077322455,15.04594439,2.040657287
16,15,5.491477929,0.057562369,14.42876563,1.803176473
16,20,5.592525114,0.039604297,15.13098826,1.528337197
16,25,5.468238726,0.020167133,14.06721465,1.164489486
16,30,5.543365391,0.020167133,14.71031133,1.144749234
16,35,5.175350224,0.015779983,11.89093935,0.721407066
16,40,5.018041614,0.03200702,11.61194284,0.722399277
16,45,5.249835301,0.05077867,12.75642498,1.427056974
16,50,5.024872609,0.064944419,12.05210652,1.141008727
16,55,5.419710435,0.087411499,14.12817469,2.030160281
17,0,6.034330608,0.116328282,18.41044085,2.986882666
17,5,6.229090407,0.139322335,20.1052733,3.600794215
17,10,7.300524108,0.1853492,34.04610845,6.344643447
17,15,6.030967457,0.170906641,18.40817783,3.537297619
17,20,5.32922786,0.16632434,14.20109085,2.420792302
17,25,5.8223044,0.197946151,16.98288944,3.361686633
17,30,5.38389468,0.197572445,14.63036321,2.667021068
17,35,6.079668789,0.238940633,18.87646415,4.242354597
17,40,5.469017015,0.228640945,15.17329568,2.958561778
17,45,6.32444416,0.279583091,21.06376539,5.315460328
17,50,5.95885042,0.277068171,18.07940872,4.224746486
17,55,4.995214471,0.243127108,13.51791346,2.324172443
18,0,5.200631624,0.243127108,14.16845289,2.620525996
18,5,5.132748678,0.243127108,13.93796843,2.521006649
18,10,5.783302414,0.243127108,16.87094915,3.596720478
18,15,4.62647452,0.243127108,12.66734853,1.835772115
18,20,6.929487967,0.243127108,28.53358468,6.668415518
18,25,6.088603784,0.243127108,18.9533703,4.300109881
18,30,6.598853133,0.243127108,24.04422669,5.796697032
18,35,5.321779996,0.243127108,14.61989697,2.802468901
18,40,5.636893412,0.243127108,16.05655366,3.319017838
18,45,6.000710863,0.243127108,18.2930165,4.078393713
18,50,4.057011532,0.243127108,11.92686997,1.252269651
18,55,5.402334149,0.243127108,14.94975968,2.927301677
19,0,5.96212598,0.243127108,18.01972403,3.986080038
19,5,4.510322814,0.243127108,12.46964777,1.697940159
19,10,4.63866353,0.243127108,12.68982669,1.850746318
19,15,6.539730828,0.243127108,23.33420144,5.619868
19,20,5.276831897,0.243127108,14.44626983,2.734248334
19,25,6.024069385,0.243127108,18.46326514,4.135769502
19,30,7.79598917,0.243127108,41.80645458,7.604558563
19,35,6.526636935,0.243127108,23.18124164,5.58026166
19,40,5.169005656,0.243127108,14.05911221,2.573962569
19,45,4.259974329,0.243127108,12.13154054,1.433204751
19,50,5.414182402,0.243127108,15.00034903,2.945984797
19,55,5.32436212,0.243127108,14.63009537,2.806416646
20,0,4.933689173,0.243127108,13.34937326,2.23830333
20,5,4.386187317,0.243127108,12.28839791,1.560962821
20,10,6.215665949,0.243127108,20.00984302,4.647431403
20,15,5.929341101,0.243127108,17.79500262,3.910035114
20,20,5.397467935,0.243127108,14.92913801,2.919654264
20,25,6.330395143,0.243127108,21.07836797,4.983462673
20,30,4.420038821,0.243127108,12.33499102,1.597218649
20,35,5.609295077,0.243127108,15.91428843,3.270027474
20,40,6.580320614,0.243127108,23.81827812,5.741677874
20,45,4.832236812,0.243127108,13.09598887,2.100108433
20,50,6.274038584,0.243127108,20.53923215,4.816224204
20,55,6.773615914,0.243127108,26.31781412,6.287577994
21,0,5.240200223,0.243127108,14.3101522,2.679295721
21,5,4.420912311,0.243127108,12.33622038,1.598165195
21,10,5.325259467,0.243127108,14.63364529,2.807789343
21,15,6.25726759,0.243127108,20.38415948,4.767218088
21,20,6.102742504,0.243127108,19.06476589,4.337241214
21,25,5.579879348,0.243127108,15.76634816,3.21880819
21,30,4.776122073,0.243127108,12.96826737,2.025727815
21,35,5.339395677,0.243127108,14.6899605,2.829467005
21,40,6.530532854,0.243127108,23.22658868,5.59205933
21,45,5.622538289,0.243127108,15.98213151,3.293418564
21,50,4.351895157,0.243127108,12.2432259,1.525088974
21,55,5.401581127,0.243127108,14.94656266,2.926117304
22,0,6.402965097,0.243127108,21.81465004,5.203080397
22,5,4.954403807,0.243127108,13.40482875,2.267051933
22,10,5.180115418,0.243127108,14.09712945,2.590279517
22,15,5.170696141,0.243127108,14.0648697,2.576442623
22,20,5.505044049,0.243127108,15.40657492,3.092623822
22,25,5.457500592,0.243127108,15.18994166,3.015107505
22,30,6.253930844,0.243127108,20.35359505,4.757514672
22,35,6.085443834,0.243127108,18.92867569,4.291865815
22,40,6.424384994,0.243127108,22.04120112,5.268436628
22,45,5.725692121,0.243127108,16.53805916,3.483569254
22,50,5.900370463,0.243127108,17.60193519,3.844637402
22,55,5.327695005,0.243127108,14.64329527,2.811517058
23,0,5.395877442,0.243127108,14.92241757,2.917157965
23,5,6.032323678,0.243127108,18.52431603,4.156313738
23,10,5.468145547,0.243127108,15.23766,3.032304403
23,15,5.954094178,0.243127108,17.96404563,3.967248112
23,20,5.242264413,0.243127108,14.31769543,2.682377927
23,25,5.050551662,0.243127108,13.67956635,2.40259064
23,30,4.910473632,0.243127108,13.28874922,2.206288696
23,35,4.922476133,0.243127108,13.31989202,2.222812839
23,40,5.281847833,0.243127108,14.46528233,2.74181642
23,45,5.191144756,0.243127108,14.13529146,2.606521153
23,50,5.913066457,0.243127108,17.68592011,3.873091358
23,55,6.527731833,0.243127108,23.19397177,5.583578328
24,0,9.853031427,0.787345278,83.85061723,18.91628871
24,5,8.900971297,0.706218184,62.91016234,17.87749672
24,10,11.2592665,0.884536316,104.87493,10.47574031
24,15,10.01814594,0.777258118,87.27638127,18.2421545
24,20,9.610525692,0.734574578,78.65783724,18.96448486
24,25,10.26606019,0.771274265,92.07902699,16.98572668
24,30,9.276472539,0.683549515,71.13344839,18.47204311
24,35,9.995189274,0.720901686,86.9433594,17.85256279
24,40,8.372472478,0.589912819,52.09146584,14.41093277
24,45,9.31985145,0.64026385,72.07496331,18.04480484
24,50,9.348947497,0.625007567,72.72795616,17.89508614
24,55,9.084518781,0.589808216,66.65113917,17.07447856
25,0,10.54121066,0.663155744,97.29773411,14.39774941
25,5,9.973345079,0.606424863,86.7364121,16.83306361
25,10,9.923989862,0.581474691,85.72553032,16.72218428
25,15,10.48082069,0.589616686,96.63715192,14.17355568
25,20,10.72867833,0.576897872,100.626433,12.31551396
25,25,9.686771693,0.495062231,80.52012109,16.15839576
25,30,9.260582774,0.446615095,70.49791814,15.46495152
25,35,9.229755823,0.416195183,69.73116578,14.95014069
25,40,9.841077865,0.409966507,84.10615602,14.70310945
25,45,9.551091056,0.361788433,77.36862783,14.18712306
25,50,9.828117698,0.331301282,83.8556183,13.42972369
25,55,9.425433274,0.274397888,74.28840683,12.46644708
26,0,10.36723524,0.249608605,95.87468927,10.87363965
26,5,9.712646734,0.181415159,81.12416561,10.33378396
26,10,8.952492774,0.119018226,62.97435852,7.638950006
26,15,9.052420422,0.08456488,65.19736889,6.258482753
26,20,9.311441425,0.095299076,70.81558476,7.154069723
26,25,9.203623427,0.146120827,68.63137491,8.757979647
26,30,9.217194576,0.215936723,69.14723559,10.86284562
26,35,9.352754077,0.29719675,72.5580002,12.90228961
26,40,9.267459546,0.375613994,70.58502634,14.31810505
26,45,9.116647512,0.45105719,67.11912896,15.29252498
26,50,8.815920167,0.515318124,60.54247074,15.29609463
26,55,8.59165514,0.578394737,56.17290246,15.20212218
27,0,8.431595375,0.748479639,53.68372812,16.54761828
27,5,8.318550317,0.818518249,51.80336409,16.85811769
27,10,8.473023979,0.909906419,54.90597663,18.40060808
27,15,8.379416639,0.969551271,53.29949125,18.6164673
27,20,8.419402817,1.038235797,54.20377819,19.40087312
27,25,8.797895327,1.145332356,61.75853669,21.53458675
27,30,9.017188216,1.228878603,66.29034945,22.60017582
27,35,9.018165963,1.276852675,66.36361772,22.91834163
27,40,8.773186425,1.281532362,61.49506734,22.46419628
27,45,8.359794957,1.251639047,53.53959693,20.95831864
27,50,8.402412751,1.281448955,54.38888073,21.33658264
27,55,8.536588712,1.318233403,56.9821926,22.05392816
28,0,8.501958332,1.321563933,56.3318911,21.9672179
28,5,8.937943362,1.390586386,64.88721416,23.51406908
28,10,9.258977769,1.434620838,71.27783275,24.01370898
28,15,9.328970032,1.433405541,72.66110256,23.98590777
28,20,9.294899116,1.411219661,71.98545146,23.88048546
28,25,9.039375666,1.352232436,66.86274163,23.42062823
28,30,8.841239597,1.300256351,62.8640707,22.75074511
28,35,8.736758743,1.261253121,60.74790735,22.22817723
28,40,8.525327175,1.207066166,56.56135593,21.18759284
28,45,8.273569569,1.148734903,51.74679794,19.81241519
28,50,8.554380015,1.165402994,57.03462955,20.95605765
28,55,8.625221396,1.1545002,58.37938164,21.09983574
29,0,8.915302385,1.174885155,64.16074996,22.03613849
29,5,9.038920117,1.175822369,66.66890214,22.27154974
29,10,8.857855568,1.140045783,62.94917874,21.64757906
29,15,8.876707609,1.132425213,63.3158293,21.6356597
29,20,8.936329794,1.131584592,64.52048228,21.76426452
29,25,8.897542419,1.119465127,63.7151417,21.58687999
29,30,8.680367238,1.08592617,59.31849126,20.72042221
29,35,8.59884905,1.070122745,57.69453852,20.32115877
29,40,8.485707933,1.050889561,55.48228525,19.75715182
29,45,8.536223726,1.052263101,56.44862982,19.95034769
29,50,8.669712897,1.064060125,59.06378133,20.50464374
29,55,8.712534628,1.064990877,59.90943787,20.64811927
30,0,8.555221513,1.041953533,56.79039764,19.92753472
30,5,8.686780225,1.054484074,59.37917255,20.47903618
30,10,8.600066078,1.040086773,57.65254191,20.06753231
30,15,8.484606324,1.020870377,55.39347665,19.48613046
30,20,8.688973708,1.037487358,59.38614979,20.34212112
30,25,9.183542962,1.084121003,69.55123949,21.8115066
30,30,8.893875223,1.032766235,63.48950717,20.89903353
30,35,8.662747121,0.98293356,58.74777292,19.77879501
30,40,8.487950006,0.933104595,55.24719847,18.68269965
30,45,8.278559391,0.872200618,51.21645646,17.26376924
30,50,8.309073849,0.827282846,51.65448975,16.91404183
30,55,8.334670757,0.76983293,51.96377363,16.39272026
31,0,8.35879885,0.698380454,52.19380037,15.6775256
31,5,8.210347954,0.599041984,49.26644828,13.87250311
31,10,8.099724294,0.492022357,47.0938887,12.05385685
31,15,7.913357013,0.37301665,43.84563855,9.822443905
31,20,7.466107517,0.241875337,36.82545717,7.432295684
31,25,7.600632559,0.127785813,38.52527732,5.609323349
31,30,7.912457708,0.127785813,43.24102879,5.445439546
31,35,7.835311113,0.121551491,42.13997437,5.335816311
31,40,7.788958276,0.244939514,41.70742238,7.62923332
31,45,7.492732788,0.349168156,37.42367749,8.96086828
31,50,7.202009428,0.435293989,32.95305974,9.654991461
31,55,6.982278349,0.505445021,29.68303637,9.821302507
32,0,7.067098065,0.578404039,31.06117345,10.72285359
32,5,6.865309248,0.606483474,28.22281532,10.26585762
32,10,6.771850238,0.623112224,27.02120462,10.01842738
32,15,6.826930339,0.636299867,27.77920594,10.34248872
32,20,6.904844061,0.637216265,28.83895144,10.65345647
32,25,7.01778907,0.629221672,30.42431658,10.99238056
32,30,7.124802829,0.61092132,31.97648375,11.17176869
32,35,7.25100333,0.58700364,33.87362141,11.28420389
32,40,7.21604355,0.546223372,33.28666776,10.81643164
32,45,7.11233672,0.500445628,31.63438625,10.13278246
32,50,6.992981358,0.45689982,29.76476585,9.394338219
32,55,6.984268374,0.425925563,29.58809617,9.059260725
33,0,6.861676412,0.395636783,27.74043205,8.377355725
33,5,6.873573673,0.382404795,27.89008583,8.275509265
33,10,6.993479859,0.383682597,29.66719079,8.633261195
33,15,6.974418369,0.385183939,29.38168969,8.599505988
33,20,6.892235896,0.390236071,28.17283911,8.416931744
33,25,6.917113243,0.407643462,28.56368465,8.675543375
33,30,7.105256881,0.440988005,31.45258462,9.519498936
33,35,7.805282186,0.514496175,42.47017421,11.54349119
33,40,7.840749174,0.551878598,43.09337162,12.09916505
33,45,7.069815395,0.532861171,31.03220374,10.32589373
33,50,6.82026366,0.550854271,27.47716162,9.650210656
33,55,7.109933522,0.614760297,31.75912083,11.16152626
34,0,7.233535874,0.668022389,33.70785608,11.97110531
34,5,6.905519581,0.678965041,28.94753904,10.97042645
34,10,7.02922332,0.733415128,30.80084107,11.84007646
34,15,6.862294256,0.757406022,28.57130421,11.3556128
34,20,6.765560551,0.78748787,27.42460193,11.13821287
34,25,6.595832368,0.807209559,25.50128357,10.47883481
34,30,6.539670714,0.839017775,25.01013578,10.40739236
34,35,6.573965412,0.881623958,25.53193447,10.83298368
34,40,6.635612186,0.927542883,26.37112853,11.4082272
34,45,6.526759073,0.9482273,25.28410669,10.99858143
34,50,6.515172927,0.98100302,25.29007979,11.13190198
34,55,6.249240064,0.972447017,22.80542826,9.776203095
35,0,6.156640468,0.987263822,22.12522193,9.416128494
35,5,6.069311416,1.000103205,21.52949792,9.078683745
35,10,6.143454361,1.037512025,22.2288065,9.629552665
35,15,6.658300333,1.149703942,27.42392088,12.80655992
35,20,6.835079423,1.204137952,29.6304303,14.00645304
35,25,6.671234653,1.196775673,27.73640319,13.13518884
35,30,6.911949271,1.260484013,30.74933705,14.71702396
35,35,6.837648558,1.265670858,29.87108116,14.36976236
35,40,6.64756123,1.247354635,27.66696279,13.2929272
35,45,6.893437224,1.309792412,30.68854178,14.90424308
35,50,6.922147277,1.330641725,31.10783008,15.16939419
35,55,6.947305833,1.350188843,31.48224084,15.40929554
36,0,6.462009882,1.269105195,25.87998674,12.45412423
36,5,5.941657151,1.178866408,21.38148404,9.439555112
36,10,5.595193854,1.121287003,19.20418454,7.701293246
36,15,5.531353764,1.119503674,18.8962643,7.453496003
36,20,5.740887198,1.173384625,20.1573098,8.539226694
36,25,5.715012251,1.179627583,20.04024227,8.463205172
36,30,5.966849907,1.243826882,21.80562997,9.885739609
36,35,6.375143263,1.342244831,25.36665752,12.39149092
36,40,6.930462979,1.473967273,31.69355217,16.0098533
36,45,7.023548104,1.5091681,32.959258,16.69525117
36,50,6.725498655,1.460311473,29.28917764,14.84719224
36,55,6.467004258,1.41925201,26.50861536,13.26571285
37,0,5.98881421,1.328731033,22.28980636,10.41521052
37,5,5.651500766,1.267920657,20.04090293,8.634477193
37,10,5.542114655,1.257296093,19.45715396,8.150789533
37,15,5.65776126,1.297586099,20.18574086,8.802745475
37,20,5.815334631,1.347689972,21.25970531,9.717675618
37,25,6.24864185,1.462249451,24.75913702,12.35603792
37,30,6.422810316,1.516298039,26.4745321,13.52902358
37,35,6.340802306,1.508480587,25.71550188,13.06119942
37,40,6.396855048,1.531517701,26.29891538,13.46930664
37,45,6.757149937,1.625608597,30.23704996,15.87957194
37,50,7.019366792,1.693938112,33.52713443,17.66375808
37,55,6.684751315,1.615082843,29.42170008,15.43209657
38,0,6.556883491,1.582669084,27.99866103,14.57694814
38,5,6.444156224,1.55045908,26.80202517,13.81365231
38,10,5.971621759,1.429227996,22.56885672,10.83148914
38,15,6.027363427,1.43249858,22.96466744,11.11297305
38,20,5.655631075,1.332830557,20.3075273,8.962683022
38,25,5.66812187,1.322987092,20.33640303,8.96728773
38,30,6.007330763,1.387531156,22.64852478,10.79518267
38,35,5.694543716,1.300815171,20.39378885,8.970575621
38,40,6.239924404,1.409331871,24.47963702,12.04578837
38,45,6.44708077,1.439761378,26.40161129,13.26697885
38,50,5.959588939,1.316410124,22.04501664,10.21730465
38,55,5.587250142,1.221562877,19.54215053,8.15553837
39,0,6.228383052,1.349196884,24.14812126,11.68257466
39,5,6.682480237,1.436053265,28.73611327,14.49024843
39,10,6.899824612,1.472734548,31.32180633,15.84084303
39,15,6.066520362,1.287458154,22.66833161,10.57530724
39,20,5.557682061,1.173757772,19.2210511,7.812429144
39,25,6.553136502,1.378284645,27.18548188,13.50362207
39,30,6.318371317,1.324163586,24.79841451,12.00800751
39,35,6.571513937,1.372834472,27.34877948,13.57126548
39,40,6.421640349,1.337554825,25.76938893,12.60637916
39,45,6.410148089,1.331282203,25.63959084,12.51445002
39,50,6.53579849,1.35327976,26.91833311,13.28140933
39,55,6.046954511,1.247928383,22.3711096,10.28079797
40,0,6.002196476,1.234044761,22.00472622,9.999758673
40,5,5.892936305,1.206325349,21.18015659,9.360439633
40,10,6.231797464,1.269404148,23.85810419,11.28932839
40,15,6.884079733,1.39456982,30.86501826,15.32966271
40,20,6.332953381,1.275188977,24.73072357,11.82728429
40,25,6.849295431,1.370144902,30.36911056,15.01319934
40,30,6.911501426,1.372891818,31.12047522,15.35205775
40,35,6.443234931,1.270325031,25.70770976,12.36419385
40,40,6.438080549,1.259304548,25.61651271,12.27933572
40,45,6.640214303,1.28809954,27.73977271,13.47684389
40,50,6.455389066,1.241438773,25.70973828,12.27286332
40,55,6.314942908,1.203548642,24.29030898,11.35925194
41,0,6.026320107,1.137907025,21.78510863,9.615456067
41,5,5.935915703,1.110158399,21.06978227,9.058984379
41,10,6.58506549,1.219538322,26.907721,12.81976208
