timestamp,Basepoint signal
0.0,88.1464150943398
4.63e-05,88.4241509433957
9.26e-05,89.1184905660386
0.000138889,88.8407547169807
0.000185185,88.1464150943398
0.000231481,88.0075471698108
0.000277778,88.2852830188688
0.000324074,88.1464150943398
0.00037037,88.2852830188688
0.000416667,88.9796226415097
0.0004629630000000001,88.9796226415097
0.000509259,89.1184905660367
0.000555556,88.0075471698108
0.0006018519999999999,89.4795471698108
0.000648148,89.6739622641506
0.0006944439999999999,88.9796226415097
0.0007407410000000001,89.6184150943398
0.000787037,88.1464150943398
0.000833333,87.1743396226429
0.00087963,88.6463396226429
0.000925926,89.1184905660386
0.000972222,89.3962264150926
0.0010185189999999998,89.5350943396216
0.001064815,89.1184905660367
0.001111111,88.4241509433957
0.001157407,89.5350943396216
0.001203704,88.9796226415097
0.00125,89.8128301886795
0.001296296,89.6739622641506
0.0013425929999999998,89.1184905660386
0.001388889,88.8407547169807
0.001435185,88.4241509433957
0.001481481,89.8961509433957
0.0015277779999999998,91.0626415094344
0.001574074,90.6460377358494
0.00162037,90.7293584905656
0.001666667,89.2573584905656
0.001712963,89.8128301886795
0.001759259,91.0626415094344
0.001805556,91.3403773584923
0.001851852,91.4792452830193
0.001898148,90.0072452830193
0.001944444,88.5352452830193
0.001990741,89.2573584905656
0.002037037,90.0905660377355
0.002083333,90.3683018867915
0.00212963,89.5350943396216
0.002175926,89.3962264150926
0.0022222220000000003,89.8128301886795
0.002268519,88.9796226415097
0.002314815,88.1464150943398
0.002361111,88.8407547169807
0.0024074070000000003,89.6739622641506
0.002453704,89.2573584905656
0.0025,90.5071698113205
0.002546296,89.6739622641506
0.002592593,89.6739622641506
0.002638889,89.2573584905656
0.002685185,88.9796226415097
0.002731481,89.1184905660386
0.002777778,89.6739622641506
0.002824074,89.6739622641506
0.00287037,89.5350943396216
0.002916667,89.3962264150946
0.002962963,89.8128301886795
0.003009259,90.7849056603764
0.003055556,91.0626415094344
0.003101852,90.9237735849054
0.003148148,89.9516981132085
0.0031944440000000003,89.9516981132085
0.003240741,90.3683018867915
0.003287037,91.0070943396236
0.003333333,89.5350943396236
0.00337963,89.9516981132065
0.003425926,91.3403773584903
0.003472222,91.2848301886795
0.0035185190000000008,89.8128301886795
0.003564815,89.2573584905656
0.003611111,90.0905660377355
0.003657407,91.4792452830193
0.003703704,91.9791698113205
0.00375,90.5071698113205
0.003796296,90.2294339622625
0.003842593,89.5350943396216
0.003888889,90.6460377358494
0.003935185,91.4792452830193
0.003981480999999999,91.8958490566043
0.004027778,91.4236981132085
0.004074074,89.9516981132085
0.00412037,89.8128301886795
0.004166667,91.2848301886795
0.004212963,92.4513207547162
0.0042592590000000005,91.8958490566043
0.004305556,92.1735849056602
0.004351852,91.0626415094344
0.004398148,92.1735849056602
0.0044444440000000005,91.7569811320753
0.004490741,92.7290566037741
0.004537037,91.7569811320753
0.004583333,92.5901886792452
0.00462963,91.4792452830193
